°üÍ·,x,y,z
1,-2,63,-356
1,-8,48,-351
1,25,48,-343
1,24,49,-320
1,19,51,-313
1,23,48,-325
1,35,40,-340
1,56,39,-348
1,62,47,-365
1,55,59,-370
1,39,63,-362
1,7,63,-352
1,-7,46,-351
1,19,44,-329
1,22,56,-317
1,17,57,-308
1,24,54,-320
1,38,39,-335
1,56,38,-345
1,65,41,-361
1,60,54,-372
1,44,63,-365
1,-4,62,-357
1,-10,49,-349
2,23,56,-338
2,24,57,-324
2,16,56,-311
2,24,48,-313
2,33,39,-328
2,48,38,-345
2,63,44,-356
2,60,60,-372
2,48,65,-368
2,9,64,-360
2,-15,46,-353
2,19,46,-343
2,30,51,-320
2,17,56,-304
2,14,56,-313
2,31,44,-330
2,55,39,-346
2,67,48,-361
2,64,60,-376
2,46,64,-362
2,15,63,-362
2,-18,51,-353
2,16,49,-337
2,28,59,-320
2,17,60,-305
3,24,57,-305
3,40,49,-329
3,60,44,-349
3,70,44,-365
3,60,51,-377
3,46,56,-369
3,-5,51,-361
3,8,49,-354
3,31,60,-336
3,28,65,-319
3,20,60,-308
3,22,48,-313
3,41,44,-340
3,57,46,-353
3,65,57,-356
3,59,67,-369
3,46,67,-369
3,3,57,-353
3,7,48,-345
3,32,54,-336
3,30,60,-317
3,24,59,-312
3,28,51,-320
3,44,55,-336
3,60,60,-346
4,64,67,-365
4,60,70,-372
4,47,64,-365
4,4,51,-359
4,15,46,-349
4,39,56,-333
4,33,60,-313
4,22,65,-313
4,24,62,-320
4,39,56,-336
4,56,57,-345
4,65,64,-362
4,64,67,-372
4,51,63,-367
4,12,55,-354
4,0,46,-346
4,30,57,-338
4,33,68,-317
4,25,71,-308
4,25,62,-319
4,31,55,-335
4,51,49,-349
4,63,48,-361
4,65,59,-377
4,55,67,-365
5,25,67,-360
5,-8,56,-344
5,22,56,-341
5,31,63,-316
5,24,62,-305
5,19,51,-319
5,35,48,-328
0,19,51,-284
0,25,56,-312
0,41,56,-329
0,60,56,-348
0,71,56,-360
0,65,65,-377
0,54,63,-369
0,35,63,-362
0,-8,60,-352
0,19,52,-338
0,31,56,-305
0,23,56,-306
0,27,55,-322
0,40,49,-340
0,60,56,-344
0,65,72,-365
0,67,73,-372
0,51,73,-365
0,15,63,-359
0,-16,46,-346
0,27,47,-320
0,31,49,-301
0,28,51,-320
0,38,48,-333
1,56,54,-351
1,71,67,-362
1,71,79,-369
1,56,79,-367
1,19,68,-364
1,-13,41,-349
1,28,44,-317
1,36,56,-305
1,27,60,-306
1,25,57,-320
1,44,60,-330
1,60,56,-345
1,63,62,-362
1,67,67,-369
1,64,79,-376
1,33,63,-361
1,15,52,-352
1,11,54,-336
1,19,55,-321
1,23,56,-308
1,35,62,-313
1,47,64,-328
1,62,64,-344
1,65,65,-360
1,64,68,-372
2,52,70,-372
2,39,62,-361
2,23,57,-353
2,14,54,-340
2,8,49,-320
2,15,54,-305
2,27,56,-308
3,24,-10,-346
3,8,-17,-320
3,12,27,-311
3,30,76,-312
3,48,86,-319
3,72,73,-329
3,84,73,-336
3,83,70,-361
3,81,56,-360
3,71,40,-365
3,56,39,-364
3,44,51,-352
3,22,57,-330
3,33,56,-345
3,59,63,-322
3,83,63,-338
3,87,68,-345
3,86,88,-349
3,71,103,-368
3,49,120,-362
3,51,111,-365
3,44,104,-352
3,38,83,-336
3,51,67,-322
3,56,78,-305
4,55,92,-311
4,32,95,-319
4,32,87,-330
4,39,97,-351
4,47,99,-360
4,48,83,-361
4,40,72,-360
4,31,63,-351
4,22,55,-344
4,16,51,-336
4,9,55,-319
4,15,63,-313
4,25,65,-320
4,38,63,-336
4,48,56,-353
4,48,54,-357
4,48,51,-365
4,39,56,-360
4,35,48,-356
4,19,48,-343
4,9,48,-345
4,3,47,-328
4,8,48,-312
4,24,48,-319
4,33,48,-329
5,44,44,-349
5,48,47,-353
5,48,55,-362
5,40,60,-365
5,30,56,-356
5,24,51,-349
0,47,40,-373
0,28,30,-368
0,15,46,-344
0,8,48,-341
0,6,51,-328
0,7,49,-319
0,14,54,-317
0,25,56,-321
0,35,51,-340
0,44,48,-354
0,47,38,-365
0,46,39,-370
0,39,48,-367
0,27,52,-357
0,15,56,-345
0,7,46,-336
0,-1,43,-332
0,3,48,-316
0,15,51,-320
0,31,51,-336
0,46,44,-345
0,60,40,-359
0,54,48,-372
0,41,54,-365
0,24,47,-349
1,7,51,-353
1,-2,44,-345
1,-7,44,-330
1,4,48,-309
1,23,51,-312
1,35,56,-330
1,44,44,-333
1,49,39,-349
1,48,44,-364
1,39,48,-369
1,25,51,-361
1,11,49,-356
1,1,47,-340
1,-7,41,-313
1,-1,38,-313
1,16,44,-322
1,35,39,-336
1,51,41,-344
1,56,48,-360
1,46,54,-375
1,36,48,-367
1,22,46,-354
1,6,44,-349
1,-1,35,-336
1,1,31,-316
2,3,36,-312
2,15,35,-320
2,31,39,-333
2,48,39,-345
2,55,38,-356
2,54,43,-372
2,39,47,-370
2,23,48,-360
2,7,43,-349
2,-4,39,-341
2,-4,32,-330
2,6,28,-313
2,16,32,-313
2,28,36,-325
2,47,39,-344
2,57,39,-354
2,51,44,-368
2,40,44,-368
2,19,44,-360
2,3,39,-356
2,-4,39,-344
2,3,35,-333
2,7,35,-308
2,19,39,-312
2,30,39,-328
3,39,39,-349
3,48,35,-353
3,46,39,-362
3,35,44,-370
3,25,46,-360
3,12,44,-353
3,6,39,-337
3,3,38,-328
3,1,35,-309
3,12,38,-314
3,24,39,-333
3,40,39,-345
3,49,39,-354
3,48,43,-370
3,43,48,-368
3,24,51,-356
3,12,51,-353
3,-1,46,-338
3,-5,39,-320
3,0,39,-313
3,12,40,-320
3,28,39,-328
3,40,35,-345
3,51,39,-354
3,44,47,-375
4,39,44,-368
4,23,51,-360
4,7,51,-349
4,-2,48,-340
4,-4,39,-321
4,-1,36,-313
4,11,39,-316
4,25,41,-328
4,44,35,-352
4,55,35,-360
4,51,44,-372
4,44,48,-372
4,22,49,-360
4,1,54,-352
4,-4,48,-343
4,-8,41,-328
4,6,35,-311
4,17,38,-312
4,28,40,-329
4,39,35,-344
4,48,36,-349
4,48,40,-365
4,43,51,-372
4,35,54,-365
4,15,56,-356
5,1,49,-345
5,-8,39,-338
5,-4,32,-313
5,6,31,-311
5,22,38,-320
5,38,39,-336
5,51,39,-349
5,56,43,-362
5,48,48,-373
5,31,48,-362
5,14,51,-359
5,-4,55,-349
5,-7,43,-338
5,-4,36,-314
5,8,35,-306
5,19,39,-314
5,35,39,-338
5,51,39,-349
5,60,41,-365
5,51,47,-376
0,8,38,-309
0,28,44,-321
0,36,39,-335
0,46,43,-340
0,51,41,-356
0,48,48,-372
0,35,44,-372
0,19,43,-367
0,3,44,-353
0,0,39,-348
0,3,35,-335
0,11,35,-309
0,19,38,-304
0,23,39,-319
0,28,40,-336
0,35,40,-345
0,47,31,-345
0,48,33,-365
0,46,33,-372
0,24,39,-365
0,6,44,-356
0,-2,38,-343
0,-2,27,-329
0,1,22,-321
0,16,25,-311
1,32,32,-320
1,44,31,-335
1,56,30,-353
1,59,35,-365
1,51,32,-372
1,30,28,-365
1,12,24,-360
1,3,23,-356
1,1,24,-344
1,11,24,-320
1,23,24,-319
1,38,30,-324
1,49,19,-333
1,56,12,-345
1,48,12,-364
1,46,19,-369
1,32,31,-364
1,27,28,-356
1,12,28,-351
1,12,19,-343
1,15,23,-330
1,28,31,-311
1,31,25,-322
1,32,17,-332
1,39,7,-345
2,54,8,-359
2,48,23,-369
2,39,25,-365
2,28,31,-360
2,16,36,-353
2,3,30,-340
2,6,23,-333
2,19,25,-316
2,24,24,-312
2,32,16,-328
2,41,17,-332
2,54,19,-349
2,55,28,-370
2,44,24,-376
2,35,28,-367
2,20,28,-364
2,7,25,-353
2,7,22,-340
2,15,23,-324
2,31,22,-305
2,31,24,-317
2,38,24,-329
2,48,24,-340
2,49,24,-353
2,44,23,-370
3,33,19,-372
3,31,23,-367
3,17,28,-359
3,7,23,-343
3,14,19,-336
3,22,24,-317
3,28,22,-313
3,28,19,-324
3,31,9,-335
3,44,9,-349
3,48,15,-359
3,43,23,-369
3,38,22,-369
3,24,28,-361
3,8,24,-353
3,6,15,-338
3,15,16,-328
3,19,17,-314
3,28,19,-317
3,31,19,-324
3,39,24,-336
3,48,24,-354
3,49,20,-367
3,41,19,-370
3,28,22,-367
4,15,24,-356
4,6,24,-345
4,9,17,-337
4,15,19,-320
4,24,22,-309
4,31,22,-320
4,44,22,-329
4,48,17,-344
4,48,17,-354
4,40,20,-365
4,27,16,-369
4,19,15,-360
4,17,23,-353
4,19,25,-340
4,15,24,-336
4,23,17,-313
4,31,16,-317
4,39,19,-324
4,44,16,-337
4,47,19,-356
5,15,20,-333
5,19,19,-313
5,27,15,-317
5,33,15,-320
5,39,12,-335
5,43,17,-353
5,46,19,-365
5,39,19,-375
5,35,17,-368
5,19,17,-357
5,16,20,-346
5,17,23,-330
5,17,22,-330
5,30,20,-313
5,30,15,-322
5,30,16,-328
5,40,16,-338
5,39,16,-356
5,43,19,-365
5,39,15,-369
5,38,16,-362
5,24,24,-353
5,16,24,-338
5,12,23,-337
5,17,19,-328
0,24,19,-316
0,25,14,-338
0,35,15,-336
0,41,14,-340
0,44,12,-353
0,44,19,-364
0,35,19,-367
0,28,24,-360
0,15,19,-352
0,0,19,-345
0,15,17,-336
0,22,17,-324
0,28,19,-317
0,28,15,-327
0,39,19,-343
0,44,19,-348
0,41,16,-356
0,31,11,-370
0,28,14,-369
0,33,19,-361
0,27,24,-349
0,17,24,-333
0,15,20,-328
0,23,24,-312
0,25,12,-320
1,25,14,-317
1,44,16,-330
1,48,17,-351
1,44,24,-367
1,39,23,-365
1,30,19,-364
1,22,24,-362
1,22,27,-354
1,23,22,-346
1,24,19,-343
1,31,15,-324
1,39,15,-313
1,35,14,-333
1,31,15,-340
1,45,23,-352
1,48,30,-365
1,51,33,-367
1,36,31,-364
1,28,33,-362
1,24,38,-356
1,23,31,-336
1,17,33,-313
1,19,33,-313
1,30,35,-332
1,39,38,-345
2,51,41,-349
2,56,46,-360
2,46,46,-369
2,35,41,-365
2,33,46,-356
2,28,48,-345
2,28,51,-340
2,16,56,-324
2,11,55,-312
2,16,55,-320
2,31,60,-335
2,46,60,-349
2,60,56,-352
2,62,56,-365
2,56,56,-359
2,35,55,-353
2,19,56,-345
2,6,56,-338
2,4,49,-336
2,15,51,-320
2,24,64,-319
2,35,70,-333
2,47,67,-343
2,56,62,-352
2,56,56,-360
3,51,57,-362
3,43,56,-360
3,27,54,-353
3,8,49,-346
3,7,48,-337
3,7,55,-320
3,19,60,-313
3,30,63,-324
3,40,64,-336
3,48,62,-348
3,59,56,-356
3,54,60,-364
3,39,62,-361
3,27,56,-361
3,15,44,-346
3,19,39,-333
3,17,41,-328
3,15,49,-309
3,22,63,-317
3,28,67,-332
3,39,60,-343
3,49,51,-354
3,57,48,-369
3,56,54,-367
3,24,39,-362
4,19,28,-349
4,19,32,-344
4,12,39,-336
4,7,39,-324
4,14,44,-313
4,19,49,-321
4,30,48,-333
4,48,39,-346
4,54,32,-354
4,46,30,-369
4,35,24,-368
4,31,24,-357
4,22,35,-367
4,4,47,-338
4,3,38,-338
4,12,32,-333
4,20,28,-316
4,31,31,-319
4,30,30,-327
4,32,24,-340
4,33,24,-356
4,35,28,-360
4,28,24,-359
4,16,28,-356
4,19,43,-353
5,17,44,-353
5,15,39,-336
5,17,31,-336
5,19,24,-329
5,19,19,-324
5,17,23,-328
5,15,22,-336
5,24,23,-353
5,31,28,-369
5,31,27,-360
5,22,28,-357
5,16,36,-349
5,9,36,-345
5,8,35,-336
5,7,31,-336
5,12,30,-335
5,22,31,-333
5,22,27,-337
5,14,19,-338
5,14,31,-336
5,12,32,-340
5,9,30,-348
5,12,27,-348
5,17,27,-345
5,16,28,-343
0,12,30,-344
0,12,30,-372
0,7,39,-346
0,6,33,-340
0,9,35,-340
0,15,35,-344
0,15,35,-343
0,15,35,-340
0,7,35,-340
0,-57,39,-340
0,3,35,-340
0,6,40,-345
0,15,35,-345
0,12,35,-341
0,9,35,-345
0,6,35,-345
0,12,39,-345
0,7,40,-345
0,1,40,-340
0,1,41,-338
0,8,43,-336
0,8,44,-336
0,6,39,-349
0,7,35,-338
0,15,39,-332
1,9,35,-340
1,-8,35,-340
1,-8,44,-338
1,8,44,-341
1,15,44,-353
1,15,40,-348
1,12,35,-353
1,15,31,-349
1,12,32,-353
1,6,35,-349
1,9,44,-344
1,3,48,-344
1,-1,48,-336
1,3,43,-336
1,7,30,-345
1,12,33,-341
1,15,35,-337
1,12,39,-336
1,6,35,-336
1,4,39,-353
1,16,39,-354
1,12,35,-340
1,3,40,-345
1,14,43,-345
1,30,32,-338
2,22,33,-349
2,-1,40,-340
2,6,47,-322
2,-1,46,-348
2,8,35,-349
2,17,31,-333
2,23,35,-349
2,19,35,-353
2,9,32,-345
2,0,39,-336
2,-4,47,-333
2,6,44,-322
2,12,39,-324
2,16,35,-340
2,24,31,-344
2,28,28,-346
2,19,28,-357
2,9,33,-360
2,7,39,-356
2,7,44,-353
2,7,46,-356
2,4,46,-332
2,3,46,-311
2,9,44,-320
2,17,36,-333
3,24,30,-340
3,31,23,-353
3,28,24,-357
3,15,31,-362
3,6,44,-356
3,3,44,-354
3,-1,51,-353
3,3,48,-338
3,1,47,-313
3,12,47,-308
3,22,33,-336
3,28,25,-336
3,31,22,-348
3,28,23,-360
3,16,31,-359
3,6,41,-359
3,0,44,-356
3,0,47,-349
3,-1,51,-346
3,-2,51,-317
3,8,41,-308
3,17,35,-328
3,30,28,-338
3,32,24,-345
3,27,22,-353
4,9,31,-360
4,-1,48,-365
4,0,44,-356
4,3,44,-356
4,3,44,-343
4,3,48,-317
4,6,47,-311
4,8,47,-328
4,24,33,-335
4,31,24,-344
4,33,19,-360
4,20,23,-357
4,4,38,-362
4,-4,52,-356
4,-4,57,-351
4,-1,51,-344
4,0,51,-320
4,6,46,-308
4,14,41,-321
4,24,28,-333
4,36,24,-344
4,35,16,-356
4,17,24,-362
4,4,35,-365
4,-7,49,-361
5,-4,46,-357
5,0,48,-344
5,3,48,-317
5,7,48,-312
5,8,48,-320
5,19,44,-335
5,39,39,-351
5,39,28,-359
5,28,24,-362
5,8,31,-362
5,-2,47,-365
5,7,57,-368
5,-1,57,-346
5,6,51,-319
5,11,44,-305
5,20,35,-320
5,24,35,-330
5,31,24,-345
5,32,24,-351
5,30,28,-369
5,14,38,-368
5,3,47,-365
5,1,51,-362
5,0,56,-351
5,0,56,-317
0,-4,56,-308
0,1,38,-340
0,19,30,-337
0,32,25,-333
0,31,22,-341
0,19,27,-356
0,12,39,-369
0,7,49,-365
0,3,57,-359
0,-7,59,-336
0,-4,60,-340
0,-1,54,-327
0,3,54,-306
0,-1,48,-313
0,3,47,-329
0,15,39,-333
0,22,30,-345
0,25,24,-351
0,31,39,-360
0,16,56,-368
0,-8,64,-361
0,0,63,-352
0,6,62,-336
0,3,59,-328
0,1,52,-322
1,-8,54,-317
1,-1,51,-319
1,11,51,-324
1,24,52,-338
1,38,54,-349
1,38,60,-360
1,31,71,-372
1,17,76,-369
1,8,70,-360
1,1,62,-349
1,-4,49,-337
1,-5,39,-329
1,0,47,-321
1,7,48,-309
1,22,60,-332
1,25,63,-341
1,35,63,-345
1,38,60,-352
1,32,62,-365
1,20,67,-369
1,15,67,-365
1,7,60,-349
1,6,51,-338
1,0,54,-333
1,1,51,-320
2,6,56,-309
2,15,62,-322
2,24,65,-336
2,35,57,-345
2,39,48,-357
2,39,49,-368
2,24,54,-369
2,16,57,-360
2,3,56,-346
2,-1,62,-337
2,-1,59,-333
2,3,56,-322
2,12,51,-312
2,24,55,-321
2,25,49,-336
2,35,47,-344
2,44,46,-353
2,39,51,-361
2,31,57,-369
2,16,63,-360
2,3,57,-352
2,-4,60,-337
2,-4,55,-335
2,1,49,-327
2,12,55,-311
3,22,60,-320
3,31,56,-336
3,39,49,-345
3,38,48,-353
3,31,56,-361
3,25,63,-369
3,9,64,-367
3,7,60,-352
3,-1,56,-340
3,-1,54,-333
3,0,48,-322
3,9,51,-312
3,19,57,-322
3,31,57,-333
3,35,56,-344
3,39,48,-356
3,32,49,-362
3,24,56,-368
3,15,59,-361
3,4,55,-346
3,-1,56,-336
3,-1,56,-333
3,-1,55,-320
3,8,55,-308
3,17,56,-317
4,24,55,-336
4,33,51,-346
4,43,44,-359
4,39,51,-368
4,31,57,-370
4,15,60,-362
4,-4,62,-349
4,-13,60,-340
4,-9,49,-330
4,-1,48,-313
4,12,55,-306
4,24,60,-324
4,32,60,-338
4,39,56,-351
4,40,51,-353
4,28,51,-362
4,15,52,-376
4,7,51,-362
4,3,54,-346
4,-1,54,-336
4,0,56,-328
4,6,55,-312
4,12,56,-308
4,23,55,-327
4,30,48,-333
5,39,44,-348
5,41,39,-362
5,41,48,-375
5,25,55,-372
5,7,63,-365
5,-16,62,-353
5,-13,48,-336
5,4,47,-329
5,11,44,-308
5,12,48,-306
5,16,51,-321
5,25,54,-328
5,36,49,-346
5,44,44,-362
5,32,39,-368
5,-1,28,-369
5,1,28,-360
5,7,48,-354
5,-4,55,-345
5,-4,57,-330
5,3,48,-317
5,9,41,-308
5,17,38,-324
5,24,27,-340
5,31,23,-349
0,31,19,-365
0,24,15,-388
0,19,28,-372
0,8,41,-361
0,-8,56,-352
0,-16,49,-341
0,-13,46,-314
0,6,38,-308
0,15,39,-317
0,0,23,-330
0,31,17,-344
0,31,14,-354
0,28,15,-369
0,19,19,-365
0,7,35,-359
0,-13,48,-351
0,-16,48,-346
0,-7,39,-336
0,-1,31,-313
0,7,24,-313
0,7,22,-324
0,15,20,-341
0,30,19,-354
0,27,15,-360
0,24,8,-376
1,0,23,-365
1,-4,38,-353
1,-8,38,-344
1,-7,39,-333
1,-8,35,-320
1,-4,39,-314
1,-1,49,-320
1,7,31,-330
1,12,19,-344
1,19,15,-353
1,20,15,-365
1,7,22,-370
1,-2,31,-353
1,-1,39,-345
1,-13,41,-333
1,-10,40,-333
1,-8,44,-319
1,0,41,-316
1,3,30,-324
1,15,23,-340
1,23,15,-353
1,23,14,-356
1,14,20,-372
1,-4,35,-359
1,-4,39,-351
2,-8,39,-345
2,-8,40,-343
2,-7,41,-324
2,-1,31,-313
2,7,30,-322
2,11,24,-330
2,17,20,-351
2,22,19,-356
2,15,19,-369
2,-2,24,-364
2,-4,32,-353
2,-8,35,-349
2,-12,40,-340
2,-8,40,-327
2,0,35,-305
2,3,35,-317
2,7,28,-325
2,15,19,-346
2,24,15,-351
2,15,19,-368
2,3,25,-370
2,-4,35,-360
2,0,38,-353
2,-2,39,-340
2,-5,39,-330
3,-7,39,-317
3,3,35,-312
3,7,31,-322
3,15,23,-344
3,27,14,-346
3,24,15,-364
3,8,24,-369
3,3,38,-357
3,-8,44,-354
3,-8,44,-345
3,-8,46,-332
3,-4,41,-325
3,7,35,-305
3,9,30,-320
3,14,27,-333
3,24,19,-351
3,28,16,-359
3,20,17,-377
3,3,25,-361
3,-4,43,-354
3,-4,43,-348
3,-8,41,-336
3,-7,43,-320
3,-1,39,-313
3,9,38,-309
4,12,28,-327
4,19,24,-349
4,23,19,-360
4,15,24,-357
4,6,31,-367
4,-4,35,-359
4,-2,41,-357
4,-2,44,-338
4,-4,39,-330
4,0,41,-309
4,8,40,-316
4,8,33,-327
4,19,28,-346
4,28,15,-356
4,22,17,-361
4,12,24,-369
4,-5,35,-356
4,-8,43,-353
4,-8,44,-341
4,-8,48,-312
4,-2,46,-317
4,7,38,-321
4,16,30,-338
4,28,23,-349
4,25,19,-365
5,14,24,-369
5,-4,35,-354
5,-5,46,-351
5,-8,46,-345
5,-5,47,-333
5,-7,47,-320
5,4,43,-314
5,9,31,-330
5,12,31,-335
5,23,24,-352
5,19,19,-353
5,15,22,-367
5,1,35,-369
5,-4,44,-353
5,-8,48,-349
5,-8,48,-336
5,-5,47,-328
5,3,41,-313
5,6,39,-317
5,8,35,-324
5,16,24,-345
5,23,19,-354
5,17,23,-360
5,7,32,-370
5,-1,40,-359
0,0,41,-353
0,1,46,-354
0,1,46,-322
0,1,46,-308
0,4,41,-327
0,14,31,-328
0,24,22,-348
0,28,24,-356
0,22,28,-368
0,0,30,-367
0,6,39,-354
0,0,41,-353
0,-4,47,-344
0,-4,47,-328
0,-4,44,-308
0,7,47,-313
0,12,35,-327
0,24,24,-345
0,31,16,-349
0,24,23,-365
0,12,31,-369
0,0,41,-360
0,-1,47,-353
0,1,46,-345
0,8,48,-333
1,3,47,-306
1,8,39,-317
1,15,39,-319
1,25,28,-335
1,28,22,-356
1,24,24,-365
1,12,31,-378
1,1,40,-360
1,-1,44,-360
1,3,44,-345
1,1,47,-324
1,0,48,-313
1,7,46,-308
1,19,44,-328
1,28,28,-343
1,31,19,-357
1,24,17,-364
1,11,28,-365
1,6,39,-360
1,7,47,-359
1,1,48,-335
1,-4,51,-336
1,0,48,-308
1,12,47,-305
1,15,39,-322
2,24,36,-340
2,31,31,-353
2,30,30,-370
2,19,35,-365
2,8,44,-359
2,6,56,-354
2,3,59,-344
2,6,54,-336
2,12,49,-317
2,19,48,-314
2,19,40,-320
2,19,32,-340
2,28,31,-352
2,38,32,-365
2,35,44,-376
2,24,51,-365
2,23,57,-360
2,15,59,-343
2,11,56,-336
2,15,57,-320
2,22,54,-308
2,22,59,-322
2,24,59,-336
2,39,55,-345
2,56,60,-356
3,60,63,-369
3,46,62,-365
3,15,62,-356
3,0,62,-353
3,19,63,-336
3,19,64,-314
3,12,63,-308
3,16,67,-320
3,35,65,-335
3,56,68,-349
3,67,72,-359
3,63,78,-365
3,48,70,-360
3,24,63,-351
3,4,60,-345
3,-8,56,-336
3,-1,60,-317
3,15,67,-312
3,33,76,-328
3,54,79,-338
3,64,68,-353
3,63,65,-359
3,48,71,-369
3,30,67,-365
3,16,63,-354
4,9,60,-341
4,6,60,-332
4,6,63,-320
4,20,63,-308
4,35,64,-317
4,46,64,-336
4,60,65,-351
4,63,67,-357
4,54,72,-365
4,36,71,-369
4,24,60,-360
4,8,57,-354
4,3,56,-336
4,9,56,-313
4,24,65,-313
4,39,70,-320
4,47,70,-338
4,49,62,-349
4,49,57,-356
4,39,62,-365
4,35,60,-360
4,25,57,-356
4,14,54,-340
4,7,56,-333
4,8,60,-332
5,19,64,-320
5,28,67,-314
5,31,68,-333
5,38,60,-345
5,44,54,-354
5,46,48,-360
5,40,59,-361
5,38,63,-360
5,25,65,-354
5,15,65,-340
5,8,56,-337
5,15,60,-333
5,16,59,-317
5,23,59,-320
5,30,57,-336
5,41,54,-349
5,51,51,-356
5,52,60,-362
5,48,67,-365
5,28,70,-359
5,15,62,-352
5,8,48,-345
5,7,48,-332
5,11,51,-316
5,19,59,-320
0,32,60,-328
0,40,60,-338
0,48,60,-349
0,48,56,-356
0,40,56,-369
0,30,56,-360
0,17,56,-353
0,8,49,-344
0,11,55,-333
0,16,60,-317
0,17,60,-317
0,24,63,-322
0,32,59,-340
0,43,51,-352
0,49,51,-360
0,48,57,-368
0,39,63,-365
0,23,63,-353
0,9,62,-344
0,-1,51,-333
0,-4,48,-312
0,7,56,-317
0,24,60,-324
0,44,62,-340
0,51,52,-353
1,56,60,-362
1,51,62,-367
1,31,56,-369
1,15,51,-353
1,-1,51,-344
1,-2,47,-332
1,11,56,-324
1,19,67,-316
1,31,68,-321
1,36,64,-333
1,47,51,-344
1,41,40,-353
1,38,44,-360
1,31,59,-369
1,28,57,-356
1,24,63,-353
1,15,63,-344
1,8,56,-336
1,4,55,-324
1,12,60,-313
1,24,57,-320
1,33,56,-333
1,43,48,-345
1,51,48,-356
1,40,59,-368
2,31,63,-361
2,19,67,-353
2,8,63,-346
2,3,51,-345
2,3,46,-328
2,12,54,-309
2,24,60,-320
2,35,60,-336
2,46,55,-351
2,48,51,-360
2,40,56,-368
2,35,62,-368
2,23,60,-356
2,12,56,-349
2,-4,51,-333
2,-4,49,-316
2,8,51,-316
2,31,57,-321
2,41,56,-341
2,48,56,-353
2,48,56,-365
2,35,60,-369
2,25,56,-362
2,15,52,-352
2,7,49,-343
3,3,48,-328
3,0,51,-311
3,12,54,-316
3,27,57,-328
3,40,60,-340
3,49,49,-356
3,49,54,-369
3,44,56,-369
3,22,60,-365
3,7,57,-349
3,-1,51,-340
3,-4,47,-328
3,3,48,-313
3,16,57,-313
3,30,62,-328
3,44,57,-340
3,48,56,-354
3,39,56,-365
3,28,52,-368
3,17,52,-360
3,16,48,-354
3,7,47,-341
3,3,48,-320
3,-4,56,-311
3,9,56,-320
4,25,56,-328
4,44,49,-345
4,51,51,-360
4,39,60,-370
4,31,60,-367
4,15,56,-354
4,3,47,-349
4,-7,44,-340
4,-8,41,-313
4,6,55,-311
4,17,57,-317
4,35,56,-340
4,44,52,-352
4,47,51,-360
4,38,52,-369
4,23,48,-368
4,7,48,-353
4,0,48,-344
5,24,52,-365
5,15,56,-353
5,3,56,-341
5,-8,48,-330
5,-8,44,-320
5,3,51,-314
5,22,54,-317
5,32,48,-337
5,35,43,-353
5,31,39,-365
5,30,46,-365
5,24,49,-362
5,16,48,-354
0,3,52,-346
0,-13,40,-320
0,-12,40,-309
0,3,48,-313
0,19,51,-327
0,38,48,-349
0,47,46,-356
0,43,38,-369
0,30,44,-365
0,31,44,-359
0,-7,51,-344
0,-8,54,-335
0,-13,48,-313
0,-1,47,-306
0,15,51,-324
0,31,51,-345
0,39,35,-328
0,44,40,-359
0,35,48,-369
0,16,46,-368
0,3,44,-353
0,-15,44,-338
0,-17,41,-308
0,-8,47,-308
0,22,56,-321
1,39,55,-345
1,48,57,-354
1,44,62,-370
1,33,56,-364
1,15,41,-360
1,-7,28,-359
1,-13,22,-349
1,-13,39,-333
1,-4,62,-308
1,7,72,-314
1,18,76,-328
1,31,56,-344
1,39,41,-351
1,38,38,-360
1,24,33,-360
1,15,44,-361
1,-1,60,-357
1,-9,63,-333
1,-4,67,-317
1,7,64,-321
1,16,59,-344
1,27,52,-352
1,25,48,-344
1,24,47,-351
1,24,46,-349
2,31,56,-351
2,12,70,-359
2,-16,76,-344
2,8,64,-340
2,22,57,-349
2,12,64,-335
2,8,63,-336
2,17,56,-338
2,25,56,-340
2,14,71,-328
2,4,91,-328
2,7,92,-322
2,12,76,-328
2,22,56,-341
2,23,63,-356
2,27,67,-368
2,24,70,-365
2,15,79,-354
2,7,86,-349
2,-1,88,-344
2,-5,80,-329
2,-8,78,-319
2,-2,79,-314
2,7,83,-325
2,7,83,-325
3,7,92,-340
3,7,102,-351
3,1,127,-356
3,7,71,-357
3,-7,121,-345
3,-13,99,-324
3,-20,99,-313
3,-24,107,-316
3,3,88,-320
3,24,86,-335
3,11,83,-336
3,3,88,-345
3,1,88,-349
3,14,88,-345
3,12,88,-338
3,9,94,-351
3,12,95,-340
3,7,96,-320
3,-5,100,-329
3,3,97,-332
3,1,100,-314
3,-4,95,-312
3,-8,80,-336
3,-2,123,-325
3,8,132,-346
4,27,115,-360
4,31,110,-359
4,22,104,-351
4,0,103,-345
4,-8,92,-336
4,-13,91,-333
4,-8,88,-328
4,8,83,-317
4,17,83,-317
4,19,83,-333
4,14,79,-346
4,16,79,-348
4,19,89,-362
4,15,91,-372
4,8,76,-365
4,7,67,-353
4,6,63,-335
4,-2,76,-324
4,-4,88,-317
4,-4,100,-309
4,4,103,-312
4,12,89,-328
4,19,70,-344
4,24,60,-353
4,19,63,-356
5,15,76,-369
5,7,81,-362
5,-1,78,-357
5,-1,76,-345
5,-4,83,-328
5,0,83,-320
5,1,83,-306
5,9,83,-304
5,14,86,-313
5,23,87,-333
5,28,88,-349
5,30,83,-357
5,24,79,-365
5,9,73,-360
5,-5,63,-356
5,-8,70,-353
5,-1,84,-332
