°üÍ·,x,y,z
1,103,100,-340
1,94,88,-345
1,87,89,-341
1,79,88,-336
1,80,92,-330
1,83,95,-327
1,92,96,-329
1,99,99,-329
1,108,105,-333
1,110,105,-343
1,103,103,-338
1,92,104,-340
1,88,100,-338
1,86,96,-338
1,84,96,-335
1,88,97,-335
1,83,97,-328
1,88,95,-328
1,94,94,-330
1,102,100,-335
2,104,97,-337
2,102,96,-337
2,100,95,-343
2,96,94,-340
2,88,97,-336
2,83,103,-336
2,80,103,-336
2,83,96,-333
2,84,95,-324
2,83,92,-324
2,95,99,-330
2,108,103,-330
2,110,104,-333
2,105,99,-340
2,99,103,-345
2,88,102,-340
2,84,97,-338
2,80,95,-336
2,76,99,-335
2,76,99,-327
2,86,99,-324
2,92,99,-327
2,103,99,-333
2,111,99,-333
2,99,99,-337
3,94,99,-341
3,92,96,-345
3,89,96,-345
3,87,94,-341
3,83,95,-340
3,88,92,-336
3,71,99,-329
3,71,100,-328
3,86,102,-333
3,103,99,-333
3,112,96,-336
3,105,89,-336
3,99,92,-343
3,83,96,-340
3,81,96,-343
3,79,99,-335
3,76,97,-333
3,76,96,-336
3,76,96,-327
3,79,99,-328
3,92,99,-327
3,102,95,-336
3,103,92,-336
3,97,94,-337
3,92,92,-343
4,79,92,-345
4,78,94,-345
4,78,94,-336
4,76,99,-333
4,81,103,-330
4,75,102,-328
4,71,96,-328
4,83,94,-330
4,96,89,-328
4,103,89,-337
4,99,97,-345
4,96,96,-346
4,83,95,-340
4,75,97,-340
4,71,99,-338
4,71,108,-336
4,70,108,-324
4,78,99,-319
4,83,99,-329
4,95,97,-332
4,99,95,-345
4,99,88,-353
4,99,86,-346
4,87,83,-341
4,71,83,-346
5,56,88,-345
5,63,94,-337
5,76,99,-336
5,78,102,-320
5,76,99,-324
5,79,96,-325
5,81,96,-330
5,94,99,-336
5,92,94,-338
5,83,94,-345
5,79,89,-345
5,71,95,-345
5,71,96,-337
5,71,102,-337
5,63,103,-335
5,60,104,-322
5,67,103,-327
5,78,99,-329
5,89,103,-336
5,95,103,-337
5,92,103,-341
5,83,102,-345
5,75,100,-348
5,67,102,-346
5,59,97,-337
0,57,103,-336
0,48,127,-333
0,70,103,-327
0,76,99,-328
0,83,96,-329
0,83,103,-330
0,86,103,-333
0,86,97,-345
0,76,92,-349
0,70,97,-345
0,79,104,-342
0,75,105,-340
0,65,105,-336
0,55,103,-327
0,59,96,-321
0,63,95,-327
0,79,95,-329
0,88,103,-336
0,91,107,-340
0,86,108,-346
0,79,103,-343
0,67,100,-343
0,60,99,-340
0,54,103,-336
0,55,102,-343
1,63,99,-328
1,67,103,-324
1,76,105,-329
1,79,105,-333
1,86,105,-345
1,83,108,-345
1,81,100,-345
1,76,97,-348
1,64,97,-344
1,56,99,-336
1,56,105,-337
1,57,107,-328
1,65,112,-320
1,67,103,-322
1,87,99,-336
1,80,103,-330
1,87,103,-338
1,87,103,-344
1,80,103,-349
1,72,104,-344
1,65,103,-340
1,57,103,-340
1,54,111,-335
1,55,108,-330
1,62,102,-327
2,67,96,-325
2,76,103,-329
2,80,105,-332
2,84,112,-338
2,80,111,-344
2,72,108,-349
2,67,108,-345
2,63,104,-344
2,60,103,-336
2,59,108,-336
2,62,107,-333
2,63,108,-319
2,62,103,-324
2,67,103,-328
2,76,103,-336
2,81,108,-338
2,87,107,-345
2,86,108,-351
2,78,103,-353
2,60,105,-348
2,48,102,-340
2,41,108,-336
2,47,108,-324
2,51,105,-316
2,67,108,-324
3,78,108,-324
3,83,108,-336
3,81,102,-343
3,76,103,-349
3,71,99,-349
3,65,99,-346
3,56,99,-343
3,48,92,-338
3,43,97,-338
3,51,103,-324
3,60,112,-322
3,67,103,-324
3,70,97,-329
3,71,92,-333
3,79,97,-340
3,83,102,-351
3,79,99,-353
3,63,96,-352
3,55,88,-345
3,51,92,-340
3,55,97,-336
3,57,96,-328
3,62,92,-321
3,68,94,-328
3,79,96,-325
4,83,100,-328
4,76,95,-338
4,65,89,-349
4,71,89,-356
4,76,92,-349
4,65,96,-349
4,59,96,-346
4,62,102,-337
4,65,102,-336
4,62,92,-324
4,62,83,-324
4,67,83,-330
4,76,88,-328
4,80,96,-336
4,83,99,-345
4,75,99,-351
4,67,97,-356
4,63,95,-351
4,57,100,-345
4,55,102,-341
4,57,97,-335
4,62,94,-324
4,65,91,-321
4,71,94,-325
4,81,99,-328
5,79,97,-336
5,71,88,-345
5,63,91,-353
5,63,97,-353
5,67,105,-345
5,63,107,-343
5,60,105,-340
5,56,100,-329
5,54,96,-319
5,59,89,-320
5,63,88,-324
5,76,94,-333
5,79,103,-337
5,83,112,-349
5,79,119,-352
5,67,104,-349
5,56,96,-348
5,48,96,-340
5,48,97,-336
5,49,97,-320
5,56,99,-320
5,67,111,-322
5,76,112,-330
5,83,112,-336
5,81,112,-345
0,71,103,-353
0,78,104,-354
0,62,102,-349
0,51,103,-340
0,48,108,-336
0,51,108,-325
0,51,103,-319
0,56,103,-324
0,64,102,-328
0,75,103,-338
0,79,99,-337
0,76,103,-349
0,65,104,-349
0,57,105,-349
0,49,104,-344
0,46,103,-338
0,46,103,-340
0,46,102,-329
0,51,108,-322
0,60,104,-324
0,70,103,-328
0,76,103,-336
0,72,107,-345
0,67,105,-351
0,65,97,-356
1,56,96,-348
1,55,97,-340
1,46,105,-336
1,44,115,-330
1,52,115,-328
1,54,112,-327
1,56,108,-324
1,56,102,-320
1,67,97,-330
1,72,103,-345
1,76,103,-356
1,71,103,-356
1,62,108,-353
1,56,105,-351
1,51,103,-340
1,46,99,-336
1,41,94,-328
1,44,96,-321
1,51,99,-320
1,62,104,-321
1,63,108,-327
1,64,107,-336
1,63,104,-345
1,63,111,-346
1,67,110,-345
2,63,112,-344
2,56,105,-341
2,54,96,-340
2,47,97,-336
2,43,102,-335
2,49,111,-333
2,56,112,-333
2,56,107,-337
2,56,89,-337
2,56,89,-343
2,51,103,-345
2,56,127,-338
2,60,121,-335
2,56,107,-336
2,55,97,-336
2,60,92,-332
2,73,97,-343
2,48,103,-345
2,24,94,-340
2,15,100,-352
2,59,99,-340
2,83,110,-335
2,88,107,-330
2,67,103,-333
2,44,99,-333
3,35,108,-333
3,36,112,-335
3,44,110,-336
3,51,104,-329
3,62,102,-336
3,67,95,-330
3,63,94,-335
3,51,97,-336
3,39,96,-333
3,35,92,-340
3,43,88,-336
3,63,103,-336
3,64,113,-337
3,56,113,-340
3,49,104,-349
3,48,92,-349
3,51,83,-352
3,47,83,-344
3,46,95,-343
3,48,103,-336
3,48,111,-333
3,44,115,-335
3,44,102,-336
3,39,92,-336
3,46,87,-340
4,51,92,-338
4,48,96,-336
4,44,104,-336
4,41,105,-340
4,40,112,-346
4,44,105,-345
4,47,95,-345
4,44,88,-338
4,39,99,-336
4,31,103,-324
4,25,108,-317
4,24,104,-328
4,35,103,-333
4,48,108,-340
4,55,103,-345
4,54,105,-349
4,43,105,-348
4,38,103,-344
4,31,99,-345
4,30,97,-335
4,25,95,-324
4,25,96,-322
4,32,96,-328
4,44,103,-332
4,51,112,-336
5,52,115,-345
5,47,116,-349
5,39,110,-353
5,33,96,-353
5,31,88,-341
5,28,88,-335
5,24,96,-319
5,24,104,-317
5,24,112,-320
5,35,112,-333
5,47,112,-343
5,49,104,-349
5,49,96,-352
5,44,92,-353
5,35,96,-349
5,31,99,-340
5,25,104,-330
5,19,105,-320
5,17,110,-317
5,19,107,-324
5,31,107,-333
5,39,112,-343
5,48,105,-345
5,51,103,-353
5,46,97,-356
0,40,103,-353
0,54,108,-344
0,30,102,-328
0,11,99,-313
0,3,108,-317
0,6,108,-325
0,20,115,-340
0,38,113,-353
0,54,111,-353
0,56,99,-353
0,48,96,-352
0,32,88,-345
0,15,92,-336
0,1,99,-320
0,-4,108,-316
0,-9,115,-320
0,11,111,-340
0,27,121,-345
0,44,124,-353
0,56,113,-352
0,55,99,-356
0,39,86,-348
0,15,75,-325
0,-1,79,-320
0,-8,112,-322
1,-7,127,-327
1,7,126,-325
1,19,127,-345
1,32,108,-354
1,46,72,-353
1,40,54,-346
1,41,80,-340
1,39,112,-330
1,32,143,-333
1,25,123,-328
1,15,104,-325
1,-2,111,-348
1,1,105,-343
1,15,91,-340
1,23,95,-337
1,47,100,-341
1,49,108,-344
1,39,112,-336
1,22,111,-328
1,11,107,-328
1,6,102,-319
1,9,96,-324
1,24,104,-333
1,31,110,-338
1,41,111,-344
2,46,111,-349
2,39,105,-356
2,32,103,-356
2,24,95,-353
2,22,96,-343
2,14,100,-333
2,12,103,-325
2,15,97,-317
2,22,102,-321
2,25,103,-329
2,33,103,-329
2,39,103,-337
2,35,100,-345
2,31,102,-352
2,30,103,-354
2,31,102,-346
2,24,103,-343
2,24,103,-336
2,19,104,-330
2,15,102,-328
2,15,99,-319
2,19,96,-325
2,24,96,-333
2,28,96,-337
2,31,105,-341
3,39,108,-348
3,41,108,-353
3,39,103,-356
3,28,99,-351
3,20,99,-341
3,16,105,-329
3,17,108,-328
3,17,103,-324
3,14,102,-321
3,16,99,-321
3,19,99,-327
3,24,99,-336
3,35,105,-349
3,51,115,-353
3,56,115,-360
3,46,115,-356
3,30,110,-349
3,20,102,-340
3,12,103,-332
3,3,104,-319
3,9,99,-313
3,19,97,-320
3,32,103,-324
3,41,112,-321
3,54,120,-349
4,60,124,-364
4,48,112,-356
4,33,108,-356
4,19,103,-345
4,12,104,-333
4,8,105,-320
4,16,110,-311
4,24,107,-306
4,31,112,-319
4,39,108,-328
4,44,103,-333
4,51,104,-344
4,60,94,-364
4,63,92,-361
4,51,92,-361
4,39,100,-353
4,16,104,-337
4,-5,103,-321
4,-13,112,-313
4,-2,112,-320
4,19,112,-328
4,40,103,-340
4,60,99,-351
4,72,103,-361
4,79,103,-365
5,68,97,-354
5,48,89,-348
5,24,83,-338
5,-1,94,-328
5,-16,112,-311
5,-23,126,-305
5,-7,126,-317
5,16,115,-328
5,39,96,-345
5,59,83,-351
5,71,81,-357
5,68,95,-364
5,51,107,-356
5,25,110,-346
5,15,96,-341
5,7,79,-335
5,3,71,-329
5,9,75,-317
5,19,79,-320
5,31,86,-319
5,35,83,-324
5,39,80,-336
5,48,71,-348
5,56,57,-352
5,56,57,-356
0,51,56,-349
0,63,56,-344
0,56,52,-343
0,28,60,-322
0,19,71,-324
0,35,60,-336
0,65,51,-345
0,108,24,-345
0,139,23,-348
0,104,48,-336
0,62,39,-343
0,44,60,-340
0,71,79,-349
0,103,88,-349
0,102,73,-354
0,103,67,-345
0,100,81,-328
0,102,79,-335
0,108,78,-338
0,108,78,-329
0,102,71,-333
0,97,72,-340
0,102,83,-352
0,108,96,-353
0,110,121,-354
1,96,126,-346
1,81,127,-346
1,72,119,-349
1,73,111,-345
1,80,103,-340
1,79,83,-340
1,79,72,-348
1,76,75,-349
1,71,83,-345
1,57,94,-336
1,48,105,-330
1,39,112,-319
1,30,108,-320
1,25,86,-313
1,19,79,-313
1,25,78,-320
1,44,76,-338
1,62,80,-356
1,67,94,-357
1,49,99,-367
1,32,94,-353
1,12,92,-340
1,-2,88,-328
1,-1,71,-324
1,7,63,-309
2,15,47,-306
2,36,48,-320
2,48,63,-322
2,54,80,-328
2,55,89,-344
2,39,110,-351
2,38,99,-341
2,39,86,-340
2,23,83,-338
2,15,71,-340
2,15,57,-329
2,28,56,-322
2,47,67,-330
2,60,86,-338
2,67,95,-341
2,73,102,-340
2,76,108,-343
2,79,105,-348
2,81,96,-349
2,80,87,-343
2,67,88,-341
2,71,96,-340
2,72,97,-333
2,76,89,-324
2,86,79,-322
3,88,79,-333
3,112,79,-337
3,131,67,-340
3,112,83,-337
3,88,97,-333
3,88,100,-333
3,95,99,-333
3,107,87,-340
3,108,71,-354
3,102,76,-352
3,105,79,-346
3,105,80,-349
3,108,84,-353
3,96,76,-353
3,94,72,-356
3,92,78,-351
3,89,79,-345
3,83,86,-346
3,71,95,-340
3,68,102,-336
3,71,97,-327
3,70,97,-321
3,63,89,-319
3,60,81,-324
3,55,96,-328
4,49,110,-338
4,51,112,-346
4,56,110,-348
4,60,97,-345
4,57,99,-345
4,48,102,-340
4,33,99,-317
4,30,104,-317
4,38,107,-319
4,51,108,-325
4,60,113,-333
4,67,119,-345
4,64,118,-345
4,60,107,-354
4,55,99,-352
4,48,96,-349
4,44,103,-338
4,30,112,-322
4,35,113,-317
4,48,115,-322
4,56,108,-327
4,63,112,-336
4,68,116,-345
4,65,112,-351
4,56,108,-352
5,49,103,-351
5,44,104,-345
5,38,105,-336
5,35,112,-317
5,39,113,-313
5,48,110,-321
5,54,108,-328
5,56,110,-333
5,60,118,-348
5,70,115,-349
5,64,105,-354
5,60,99,-353
5,49,99,-348
5,39,102,-337
5,30,104,-316
5,32,108,-313
5,38,115,-317
5,48,113,-321
5,60,120,-330
5,67,120,-346
5,70,113,-353
5,64,105,-356
5,62,99,-353
5,51,99,-344
5,39,97,-341
0,28,103,-327
0,22,84,-317
0,32,112,-320
0,44,126,-321
0,55,132,-329
0,65,132,-345
0,65,121,-353
0,65,110,-354
0,60,96,-354
0,44,103,-346
0,43,91,-337
0,26,94,-321
0,24,99,-313
0,35,115,-317
0,41,124,-325
0,56,131,-330
0,67,139,-353
0,71,127,-353
0,67,112,-353
0,57,103,-356
0,48,97,-353
0,39,92,-338
0,31,96,-328
0,23,99,-308
0,33,112,-313
1,41,121,-320
1,54,135,-329
1,64,142,-344
1,71,131,-353
1,67,118,-353
1,57,105,-354
1,39,104,-336
1,39,103,-336
1,35,103,-332
1,32,96,-317
1,35,92,-311
1,44,99,-324
1,51,108,-328
1,57,120,-336
1,63,124,-336
1,65,127,-353
1,60,119,-356
1,55,107,-356
1,48,94,-345
1,44,92,-337
1,33,95,-325
1,31,102,-311
1,31,115,-309
1,39,121,-319
1,49,135,-328
2,56,135,-337
2,63,126,-353
2,68,113,-359
2,60,102,-359
2,48,97,-353
2,39,97,-343
2,31,96,-328
2,24,96,-313
2,28,108,-312
2,39,115,-320
2,51,126,-327
2,57,139,-338
2,70,140,-346
2,71,124,-356
2,60,103,-356
2,48,92,-354
2,38,88,-345
2,28,92,-335
2,24,96,-313
2,30,103,-309
2,40,115,-320
2,54,127,-324
2,63,135,-335
2,67,131,-349
2,64,118,-354
3,56,104,-359
3,48,96,-351
3,46,89,-349
3,36,91,-333
3,33,92,-316
3,31,104,-312
3,32,116,-313
3,44,127,-322
3,52,134,-333
3,62,132,-349
3,65,116,-360
3,62,99,-360
3,54,92,-353
3,48,89,-343
3,35,88,-333
3,24,92,-311
3,19,102,-312
3,25,119,-320
3,41,136,-328
3,56,147,-340
3,67,136,-351
3,71,115,-354
3,63,99,-356
3,51,91,-352
3,39,87,-343
4,24,83,-324
4,19,99,-312
4,23,108,-313
4,35,120,-324
4,48,135,-330
4,62,143,-344
4,67,135,-353
4,59,115,-360
4,48,99,-357
4,39,88,-349
4,39,88,-340
4,25,88,-317
4,24,97,-308
4,28,111,-313
4,39,126,-325
4,48,137,-329
4,59,136,-343
4,63,124,-356
4,60,107,-356
4,49,97,-353
4,44,96,-351
4,35,96,-338
4,30,95,-328
4,19,99,-312
4,22,108,-312
5,33,120,-324
5,49,134,-333
5,49,140,-343
5,56,134,-356
5,52,115,-357
5,56,96,-357
5,56,79,-354
5,48,79,-345
5,31,96,-319
5,19,115,-309
5,12,120,-314
5,24,131,-328
5,39,135,-330
5,55,136,-345
5,65,123,-352
5,67,108,-356
5,51,99,-353
5,40,95,-348
5,32,96,-329
5,24,103,-311
5,25,110,-308
5,31,113,-317
5,39,126,-324
5,49,131,-338
5,51,127,-348
0,54,121,-360
0,48,108,-345
0,51,104,-351
0,41,96,-349
0,33,99,-320
0,30,103,-311
0,31,97,-313
0,35,110,-324
0,44,127,-330
0,51,143,-341
0,56,135,-356
0,55,124,-356
0,51,111,-356
0,44,100,-351
0,35,94,-324
0,28,96,-308
0,28,99,-313
0,35,103,-324
0,46,115,-328
0,48,131,-343
0,56,134,-353
0,56,131,-353
0,47,121,-353
0,41,118,-346
0,35,105,-338
1,28,99,-327
1,24,91,-305
1,30,89,-313
1,39,103,-320
1,48,119,-325
1,51,131,-344
1,56,131,-369
1,57,124,-364
1,56,120,-360
1,46,110,-352
1,39,103,-340
1,30,102,-324
1,27,99,-306
1,32,100,-312
1,44,108,-330
1,48,121,-336
1,54,127,-341
1,57,129,-351
1,51,127,-356
1,44,123,-356
1,44,112,-345
1,35,108,-341
1,30,103,-322
1,20,103,-306
1,28,99,-308
2,39,110,-317
2,48,123,-330
2,54,129,-348
2,60,131,-354
2,54,120,-359
2,48,115,-356
2,40,111,-349
2,38,108,-338
2,28,103,-319
2,28,102,-305
2,31,103,-308
2,39,108,-317
2,48,120,-329
2,51,126,-345
2,54,126,-353
2,51,120,-360
2,47,112,-360
2,39,111,-352
2,38,108,-340
2,30,103,-320
2,28,104,-305
2,31,103,-308
2,39,113,-314
2,48,124,-328
2,51,127,-345
3,51,116,-360
3,44,110,-360
3,44,115,-360
3,51,120,-353
3,54,120,-337
3,40,110,-320
3,28,103,-304
3,19,99,-305
3,23,104,-319
3,35,119,-324
3,46,129,-345
3,60,131,-360
3,67,120,-361
3,64,112,-359
3,49,110,-352
3,35,105,-336
3,23,100,-312
3,15,102,-304
3,19,105,-306
3,38,112,-317
3,48,124,-328
3,60,127,-345
3,67,124,-362
3,67,119,-365
3,57,120,-356
4,48,115,-353
4,33,112,-338
4,24,102,-313
4,24,96,-308
4,31,99,-308
4,44,112,-320
4,56,126,-330
4,64,132,-354
4,71,131,-360
4,63,124,-362
4,59,118,-356
4,44,108,-346
4,33,103,-336
4,28,99,-313
4,24,103,-308
4,31,103,-313
4,44,110,-320
4,54,121,-333
4,56,127,-345
4,59,127,-360
4,63,121,-361
4,56,119,-357
4,51,112,-349
4,39,105,-340
4,28,99,-320
3,11,108,-336
3,-1,102,-320
3,-4,99,-301
3,6,107,-297
3,15,115,-309
3,32,124,-325
3,39,129,-340
3,48,134,-359
3,46,131,-370
3,40,120,-365
3,28,110,-357
3,20,103,-345
3,14,103,-324
3,7,104,-305
3,7,110,-296
3,12,112,-305
3,25,115,-316
3,35,124,-337
3,46,137,-360
3,47,140,-365
3,43,126,-365
3,39,118,-362
3,24,112,-349
3,19,108,-335
3,15,103,-320
4,7,100,-300
4,9,108,-305
4,15,120,-308
4,31,120,-321
4,41,124,-335
4,56,127,-359
4,60,127,-368
4,54,123,-367
4,39,121,-360
4,28,116,-348
4,16,112,-336
4,9,105,-320
4,12,105,-303
4,19,112,-305
4,31,115,-317
4,44,115,-328
4,48,115,-337
4,52,118,-359
4,48,116,-365
4,44,120,-367
4,38,120,-353
4,32,124,-345
4,25,120,-333
4,17,116,-321
4,15,113,-304
5,12,115,-305
5,24,113,-312
5,35,115,-324
5,41,112,-340
5,48,115,-356
5,63,118,-369
5,59,123,-370
5,44,116,-352
5,32,115,-344
5,16,112,-330
5,4,108,-321
5,3,108,-308
5,15,108,-305
5,32,115,-311
5,44,115,-321
5,48,118,-340
5,51,124,-352
5,54,121,-365
5,47,119,-365
5,31,120,-356
5,30,120,-341
5,23,115,-328
5,15,111,-320
5,15,105,-306
5,16,110,-303
0,28,112,-313
0,22,135,-321
0,35,115,-343
0,44,119,-357
0,48,120,-365
0,52,123,-368
0,49,120,-353
0,40,119,-341
0,30,112,-329
0,6,113,-314
0,7,113,-297
0,0,113,-306
0,14,119,-313
0,30,115,-328
0,44,115,-345
0,56,115,-365
0,64,131,-378
0,65,127,-373
0,44,126,-353
0,23,121,-337
0,12,115,-330
0,1,110,-319
0,0,111,-304
0,15,115,-305
0,17,134,-312
1,40,115,-324
1,55,111,-340
1,57,115,-354
1,56,120,-367
1,51,118,-362
1,39,112,-354
1,35,118,-343
1,23,119,-328
1,15,127,-317
1,14,124,-311
1,12,111,-304
1,15,108,-308
1,30,104,-324
1,36,111,-336
1,49,120,-351
1,56,131,-365
1,56,127,-368
1,48,124,-365
1,32,113,-348
1,20,113,-333
1,11,112,-320
1,7,112,-304
1,8,112,-296
1,17,110,-303
1,31,108,-319
2,44,112,-332
2,54,120,-352
2,64,124,-362
2,62,118,-362
2,56,115,-356
2,32,120,-345
2,15,127,-338
2,17,124,-324
2,15,115,-306
2,19,115,-305
2,32,108,-320
2,44,108,-328
2,55,112,-349
2,67,120,-364
2,65,121,-365
2,57,120,-360
2,46,124,-353
2,31,121,-338
2,22,120,-328
2,19,113,-316
2,16,108,-298
2,19,112,-305
2,27,110,-308
2,44,112,-325
2,54,118,-337
3,60,124,-360
3,63,124,-365
3,63,124,-365
3,54,121,-359
3,33,120,-345
3,15,120,-333
3,17,120,-317
3,19,118,-306
3,24,120,-312
3,36,108,-325
3,48,111,-330
3,55,116,-346
3,60,124,-360
3,64,124,-362
3,60,123,-360
3,51,121,-349
3,30,120,-335
3,22,119,-328
3,19,112,-320
3,17,108,-314
3,27,111,-308
3,35,115,-313
3,46,115,-328
3,51,115,-345
3,52,118,-356
4,56,123,-359
4,54,124,-352
4,44,135,-349
4,35,144,-338
4,33,142,-324
4,24,126,-317
4,24,120,-319
4,28,124,-314
4,35,124,-314
4,38,123,-325
4,41,119,-333
4,44,115,-344
4,47,126,-349
4,46,136,-349
4,48,147,-345
4,48,155,-340
4,48,144,-335
4,44,116,-330
4,32,99,-333
4,14,95,-330
4,28,103,-322
4,39,134,-317
4,47,148,-328
4,56,147,-330
4,59,139,-336
5,64,136,-328
5,68,135,-328
5,63,127,-328
5,62,112,-330
5,47,92,-336
5,39,80,-325
5,35,92,-322
5,48,120,-327
5,64,137,-333
5,81,145,-333
5,92,142,-336
5,89,134,-329
5,76,137,-328
5,70,140,-329
5,67,131,-332
5,64,107,-336
5,67,83,-336
5,64,71,-329
5,73,86,-333
5,75,108,-319
5,84,135,-324
5,99,144,-336
5,103,143,-335
5,103,124,-336
5,92,119,-338
0,83,115,-340
0,79,108,-354
0,79,102,-345
0,76,92,-345
0,78,91,-345
0,87,97,-345
0,96,112,-344
0,99,131,-345
0,102,136,-340
0,63,131,-322
0,87,123,-333
0,87,115,-336
0,94,102,-333
0,99,92,-338
0,103,76,-345
0,96,71,-346
0,79,76,-336
0,72,92,-336
0,71,112,-329
0,72,121,-320
0,80,120,-320
0,94,103,-324
0,99,88,-336
0,99,92,-346
0,96,97,-345
1,94,103,-345
1,86,108,-353
1,76,103,-346
1,70,92,-329
1,71,81,-320
1,76,76,-320
1,73,76,-312
1,79,104,-322
1,79,124,-328
1,83,126,-348
1,86,115,-356
1,88,103,-344
1,88,89,-349
1,86,87,-340
1,96,88,-340
1,102,95,-330
1,92,83,-320
1,54,84,-320
1,28,103,-333
1,49,115,-337
1,89,124,-338
1,112,115,-344
1,111,108,-348
1,107,99,-351
1,89,83,-345
2,63,88,-328
2,49,102,-319
2,59,105,-317
2,83,97,-317
2,97,100,-327
2,105,110,-336
2,99,113,-343
2,95,118,-349
2,83,115,-349
2,75,112,-349
2,71,102,-345
2,67,99,-338
2,71,99,-327
2,72,102,-313
2,79,96,-311
2,88,92,-320
2,95,96,-333
2,97,105,-345
2,95,115,-351
2,88,121,-353
2,84,120,-351
2,75,112,-346
2,71,102,-343
2,63,91,-329
2,63,89,-312
3,71,86,-309
3,88,88,-317
3,97,99,-333
3,102,112,-340
3,99,120,-351
3,91,124,-354
3,80,121,-352
3,71,120,-351
3,63,110,-343
3,65,97,-320
3,65,88,-313
3,80,83,-313
3,92,83,-319
3,103,96,-333
3,99,111,-340
3,92,115,-352
3,83,120,-356
3,72,119,-353
3,71,118,-351
3,71,111,-338
3,72,96,-317
3,76,92,-311
3,88,83,-313
3,99,86,-319
3,99,96,-335
4,95,111,-346
4,88,115,-353
4,83,121,-353
4,75,124,-353
4,76,120,-346
4,73,115,-336
4,76,107,-322
4,75,96,-311
4,76,88,-308
4,88,80,-324
4,95,83,-332
4,100,99,-338
4,97,108,-346
4,89,118,-352
4,80,124,-352
4,76,127,-345
4,67,129,-337
4,67,121,-322
4,71,108,-319
4,76,96,-314
4,80,94,-320
4,88,92,-324
4,95,95,-335
4,102,100,-346
4,95,108,-351
5,88,119,-353
5,79,127,-349
5,70,140,-336
5,70,140,-330
5,70,135,-327
5,71,131,-317
5,71,127,-313
5,76,108,-317
5,79,99,-320
5,88,100,-327
5,97,99,-336
5,103,105,-337
5,102,118,-336
5,92,136,-328
5,81,156,-324
5,71,163,-328
5,67,147,-320
5,65,120,-320
5,73,87,-319
5,89,70,-328
5,112,72,-340
5,123,87,-346
5,127,110,-353
5,115,151,-345
5,108,176,-345
0,103,169,-351
0,100,136,-367
0,94,99,-348
0,83,80,-333
0,83,92,-313
0,104,112,-319
0,127,115,-322
0,147,115,-321
0,142,112,-333
0,128,112,-340
0,111,104,-332
0,102,108,-333
0,107,111,-336
0,107,110,-328
0,107,103,-320
0,103,103,-313
0,99,102,-316
0,110,88,-320
0,124,76,-317
0,135,68,-324
0,143,65,-333
0,143,72,-332
0,131,67,-330
0,120,63,-336
0,115,135,-336
1,124,51,-328
1,167,-61,-349
1,180,-20,-341
1,159,-32,-324
1,160,-55,-322
1,177,-65,-313
1,192,-79,-301
1,195,-100,-301
1,179,-114,-312
1,156,-127,-321
1,151,-132,-320
1,166,-144,-313
1,183,-153,-314
1,184,-136,-304
1,184,-140,-312
1,188,-132,-293
1,185,-130,-281
1,192,-121,-280
1,192,-132,-280
1,193,-144,-287
1,203,-157,-296
1,204,-167,-297
1,195,-169,-296
1,183,-164,-292
1,187,-161,-288
2,191,-160,-288
2,199,-152,-285
2,207,-144,-284
2,214,-141,-279
2,207,-141,-279
2,159,-144,-264
2,193,-148,-273
2,211,-153,-280
2,212,-159,-295
2,203,-157,-298
2,188,-154,-296
2,171,-145,-305
2,159,-138,-305
2,155,-137,-305
2,152,-125,-308
2,153,-125,-305
2,143,-112,-308
2,136,-97,-313
2,147,-77,-328
2,158,-64,-335
2,159,-45,-338
2,147,-33,-321
2,136,-10,-305
2,96,64,-369
2,36,211,-424
3,79,14,-324
3,206,-95,-349
3,239,-7,-324
3,184,76,-336
3,124,108,-332
3,96,126,-285
3,143,131,-297
3,143,113,-320
3,127,99,-321
3,108,88,-320
3,97,81,-320
3,95,79,-320
3,94,94,-332
3,103,115,-333
3,113,131,-320
3,113,135,-313
3,115,116,-324
3,124,96,-336
3,121,71,-343
3,115,60,-336
3,103,55,-337
3,92,63,-340
3,79,81,-341
3,83,99,-335
3,92,108,-333
4,96,103,-328
4,95,97,-317
4,88,103,-314
4,99,103,-330
4,112,103,-343
4,118,89,-345
4,110,76,-348
4,96,67,-346
4,88,73,-344
4,84,84,-337
4,83,92,-340
4,83,92,-333
4,84,88,-320
4,94,86,-320
4,103,73,-328
4,112,79,-337
4,112,83,-349
4,103,84,-354
4,88,83,-359
4,86,80,-353
4,83,83,-345
4,83,81,-336
4,78,88,-336
4,71,88,-317
4,71,84,-317
5,79,79,-320
5,92,73,-329
5,103,75,-337
5,111,76,-345
5,104,71,-353
5,96,65,-359
5,89,64,-353
5,83,71,-338
5,76,72,-332
5,67,76,-333
5,72,76,-321
5,81,79,-324
5,88,70,-330
5,116,63,-336
5,120,63,-340
5,112,60,-345
5,96,64,-346
5,87,81,-353
5,83,88,-351
5,87,89,-340
5,96,87,-333
5,108,87,-329
5,131,84,-335
5,158,92,-345
5,177,49,-370
0,172,-7,-361
0,121,-10,-304
0,76,24,-319
0,70,80,-328
0,105,115,-335
0,137,94,-356
0,140,88,-360
0,143,83,-352
0,136,60,-353
0,128,55,-345
0,94,49,-353
0,87,63,-354
0,83,96,-360
0,83,134,-353
0,76,153,-351
0,54,155,-344
0,35,151,-337
0,19,131,-314
0,20,97,-301
0,24,76,-313
0,24,51,-333
0,17,49,-353
0,15,56,-365
0,-1,67,-372
0,-18,71,-356
1,-28,67,-335
