包头,x,y,z,状态,休息,采食,活动,爬跨,反刍,其他,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
4,108,204,-314,250,3,1,26,0,175,0,6,6,6,6,6,6,5,5,5,6,6,6,6,6,6,6,6,6
4,110,190,-313,250,3,1,26,0,175,0,6,6,6,6,6,6,5,5,5,6,6,6,6,6,6,6,6,6
4,105,177,-319,250,3,1,26,0,175,0,6,6,6,6,6,6,5,5,5,6,6,6,6,6,6,6,6,6
4,111,179,-313,250,3,1,26,0,175,0,6,6,6,6,6,6,5,5,5,6,6,6,6,6,6,6,6,6
4,112,188,-313,250,3,1,26,0,175,0,6,6,6,6,6,6,5,5,5,6,6,6,6,6,6,6,6,6
4,108,192,-312,250,3,1,26,0,175,0,6,6,6,6,6,6,5,5,5,6,6,6,6,6,6,6,6,6
4,107,192,-304,250,3,1,26,0,175,0,6,6,6,6,6,6,5,5,5,6,6,6,6,6,6,6,6,6
4,89,192,-303,250,3,1,26,0,175,0,6,6,6,6,6,6,5,5,5,6,6,6,6,6,6,6,6,6
4,76,192,-301,250,3,1,26,0,175,0,6,6,6,6,6,6,5,5,5,6,6,6,6,6,6,6,6,6
4,76,195,-304,250,3,1,26,0,175,0,6,6,6,6,6,6,5,5,5,6,6,6,6,6,6,6,6,6
4,83,199,-301,250,3,1,26,0,175,0,6,6,6,6,6,6,5,5,5,6,6,6,6,6,6,6,6,6
4,92,207,-306,250,3,1,26,0,175,0,6,6,6,6,6,6,5,5,5,6,6,6,6,6,6,6,6,6
4,96,209,-311,250,3,1,26,0,175,0,6,6,6,6,6,6,5,5,5,6,6,6,6,6,6,6,6,6
4,92,209,-308,250,3,1,26,0,175,0,6,6,6,6,6,6,5,5,5,6,6,6,6,6,6,6,6,6
4,88,203,-309,250,3,1,26,0,175,0,6,6,6,6,6,6,5,5,5,6,6,6,6,6,6,6,6,6
4,91,193,-320,250,3,1,26,0,175,0,6,6,6,6,6,6,5,5,5,6,6,6,6,6,6,6,6,6
4,96,192,-322,250,3,1,26,0,175,0,6,6,6,6,6,6,5,5,5,6,6,6,6,6,6,6,6,6
4,103,192,-319,250,3,1,26,0,175,0,6,6,6,6,6,6,5,5,5,6,6,6,6,6,6,6,6,6
5,103,193,-301,250,3,1,26,0,175,0,6,6,6,6,6,6,5,5,5,6,6,6,6,6,6,6,6,6
5,96,193,-308,250,3,1,26,0,175,0,6,6,6,6,6,6,5,5,5,6,6,6,6,6,6,6,6,6
5,88,187,-317,250,3,1,26,0,175,0,6,6,6,6,6,6,5,5,5,6,6,6,6,6,6,6,6,6
5,88,190,-313,250,3,1,26,0,175,0,6,6,6,6,6,6,5,5,5,6,6,6,6,6,6,6,6,6
5,83,204,-301,250,3,1,26,0,175,0,6,6,6,6,6,6,5,5,5,6,6,6,6,6,6,6,6,6
5,78,212,-298,250,3,1,26,0,175,0,6,6,6,6,6,6,5,5,5,6,6,6,6,6,6,6,6,6
5,76,216,-298,250,3,1,26,0,175,0,6,6,6,6,6,6,5,5,5,6,6,6,6,6,6,6,6,6
5,76,215,-296,250,3,1,26,0,175,0,6,6,6,6,6,6,5,5,5,6,6,6,6,6,6,6,6,6
5,79,214,-298,250,3,1,26,0,175,0,6,6,6,6,6,6,5,5,5,6,6,6,6,6,6,6,6,6
5,79,207,-308,250,3,1,26,0,175,0,6,6,6,6,6,6,5,5,5,6,6,6,6,6,6,6,6,6
5,91,199,-316,250,3,1,26,0,175,0,6,6,6,6,6,6,5,5,5,6,6,6,6,6,6,6,6,6
5,99,199,-317,250,3,1,26,0,175,0,6,6,6,6,6,6,5,5,5,6,6,6,6,6,6,6,6,6
5,94,199,-317,250,3,1,26,0,175,0,6,6,6,6,6,6,5,5,5,6,6,6,6,6,6,6,6,6
5,94,203,-313,250,3,1,26,0,175,0,6,6,6,6,6,6,5,5,5,6,6,6,6,6,6,6,6,6
5,92,199,-308,250,3,1,26,0,175,0,6,6,6,6,6,6,5,5,5,6,6,6,6,6,6,6,6,6
5,94,204,-308,250,3,1,26,0,175,0,6,6,6,6,6,6,5,5,5,6,6,6,6,6,6,6,6,6
5,94,199,-308,250,3,1,26,0,175,0,6,6,6,6,6,6,5,5,5,6,6,6,6,6,6,6,6,6
5,94,198,-313,250,3,1,26,0,175,0,6,6,6,6,6,6,5,5,5,6,6,6,6,6,6,6,6,6
5,89,199,-308,250,3,1,26,0,175,0,6,6,6,6,6,6,5,5,5,6,6,6,6,6,6,6,6,6
5,83,206,-301,250,3,1,26,0,175,0,6,6,6,6,6,6,5,5,5,6,6,6,6,6,6,6,6,6
5,71,214,-296,250,3,1,26,0,175,0,6,6,6,6,6,6,5,5,5,6,6,6,6,6,6,6,6,6
5,67,225,-296,250,3,1,26,0,175,0,6,6,6,6,6,6,5,5,5,6,6,6,6,6,6,6,6,6
5,71,231,-298,250,3,1,26,0,175,0,6,6,6,6,6,6,5,5,5,6,6,6,6,6,6,6,6,6
5,71,220,-300,250,3,1,26,0,175,0,6,6,6,6,6,6,5,5,5,6,6,6,6,6,6,6,6,6
5,70,216,-304,250,3,1,26,0,175,0,6,6,6,6,6,6,5,5,5,6,6,6,6,6,6,6,6,6
1,57,227,-292,300,3,1,26,0,176,0,6,6,6,6,6,6,6,1,6,6,3,3,6,6,6,6,6,6
1,62,219,-289,300,3,1,26,0,176,0,6,6,6,6,6,6,6,1,6,6,3,3,6,6,6,6,6,6
1,71,215,-295,300,3,1,26,0,176,0,6,6,6,6,6,6,6,1,6,6,3,3,6,6,6,6,6,6
1,76,204,-296,300,3,1,26,0,176,0,6,6,6,6,6,6,6,1,6,6,3,3,6,6,6,6,6,6
1,80,207,-301,300,3,1,26,0,176,0,6,6,6,6,6,6,6,1,6,6,3,3,6,6,6,6,6,6
1,81,216,-298,300,3,1,26,0,176,0,6,6,6,6,6,6,6,1,6,6,3,3,6,6,6,6,6,6
1,79,225,-298,300,3,1,26,0,176,0,6,6,6,6,6,6,6,1,6,6,3,3,6,6,6,6,6,6
1,80,236,-305,300,3,1,26,0,176,0,6,6,6,6,6,6,6,1,6,6,3,3,6,6,6,6,6,6
1,87,227,-303,300,3,1,26,0,176,0,6,6,6,6,6,6,6,1,6,6,3,3,6,6,6,6,6,6
1,88,220,-305,300,3,1,26,0,176,0,6,6,6,6,6,6,6,1,6,6,3,3,6,6,6,6,6,6
1,92,207,-309,300,3,1,26,0,176,0,6,6,6,6,6,6,6,1,6,6,3,3,6,6,6,6,6,6
1,87,200,-312,300,3,1,26,0,176,0,6,6,6,6,6,6,6,1,6,6,3,3,6,6,6,6,6,6
1,78,203,-306,300,3,1,26,0,176,0,6,6,6,6,6,6,6,1,6,6,3,3,6,6,6,6,6,6
1,71,204,-308,300,3,1,26,0,176,0,6,6,6,6,6,6,6,1,6,6,3,3,6,6,6,6,6,6
1,56,207,-314,300,3,1,26,0,176,0,6,6,6,6,6,6,6,1,6,6,3,3,6,6,6,6,6,6
1,62,216,-305,300,3,1,26,0,176,0,6,6,6,6,6,6,6,1,6,6,3,3,6,6,6,6,6,6
1,72,225,-296,300,3,1,26,0,176,0,6,6,6,6,6,6,6,1,6,6,3,3,6,6,6,6,6,6
1,71,228,-301,300,3,1,26,0,176,0,6,6,6,6,6,6,6,1,6,6,3,3,6,6,6,6,6,6
1,71,230,-305,300,3,1,26,0,176,0,6,6,6,6,6,6,6,1,6,6,3,3,6,6,6,6,6,6
1,80,216,-300,300,3,1,26,0,176,0,6,6,6,6,6,6,6,1,6,6,3,3,6,6,6,6,6,6
1,81,204,-312,300,3,1,26,0,176,0,6,6,6,6,6,6,6,1,6,6,3,3,6,6,6,6,6,6
1,78,190,-320,300,3,1,26,0,176,0,6,6,6,6,6,6,6,1,6,6,3,3,6,6,6,6,6,6
1,83,176,-313,300,3,1,26,0,176,0,6,6,6,6,6,6,6,1,6,6,3,3,6,6,6,6,6,6
1,80,167,-306,300,3,1,26,0,176,0,6,6,6,6,6,6,6,1,6,6,3,3,6,6,6,6,6,6
1,73,164,-320,300,3,1,26,0,176,0,6,6,6,6,6,6,6,1,6,6,3,3,6,6,6,6,6,6
2,54,184,-303,150,4,1,29,0,176,0,6,6,6,6,6,3,6,6,6,6,6,6,3,6,6,3,6,3
2,47,192,-317,150,4,1,29,0,176,0,6,6,6,6,6,3,6,6,6,6,6,6,3,6,6,3,6,3
2,38,195,-322,150,4,1,29,0,176,0,6,6,6,6,6,3,6,6,6,6,6,6,3,6,6,3,6,3
2,35,179,-322,150,4,1,29,0,176,0,6,6,6,6,6,3,6,6,6,6,6,6,3,6,6,3,6,3
2,63,182,-319,150,4,1,29,0,176,0,6,6,6,6,6,3,6,6,6,6,6,6,3,6,6,3,6,3
2,83,193,-320,150,4,1,29,0,176,0,6,6,6,6,6,3,6,6,6,6,6,6,3,6,6,3,6,3
2,88,208,-314,150,4,1,29,0,176,0,6,6,6,6,6,3,6,6,6,6,6,6,3,6,6,3,6,3
2,72,219,-313,150,4,1,29,0,176,0,6,6,6,6,6,3,6,6,6,6,6,6,3,6,6,3,6,3
2,64,222,-313,150,4,1,29,0,176,0,6,6,6,6,6,3,6,6,6,6,6,6,3,6,6,3,6,3
2,57,207,-312,150,4,1,29,0,176,0,6,6,6,6,6,3,6,6,6,6,6,6,3,6,6,3,6,3
2,56,195,-338,150,4,1,29,0,176,0,6,6,6,6,6,3,6,6,6,6,6,6,3,6,6,3,6,3
2,49,184,-324,150,4,1,29,0,176,0,6,6,6,6,6,3,6,6,6,6,6,6,3,6,6,3,6,3
2,51,185,-308,150,4,1,29,0,176,0,6,6,6,6,6,3,6,6,6,6,6,6,3,6,6,3,6,3
2,43,195,-304,150,4,1,29,0,176,0,6,6,6,6,6,3,6,6,6,6,6,6,3,6,6,3,6,3
2,39,198,-293,150,4,1,29,0,176,0,6,6,6,6,6,3,6,6,6,6,6,6,3,6,6,3,6,3
2,33,207,-301,150,4,1,29,0,176,0,6,6,6,6,6,3,6,6,6,6,6,6,3,6,6,3,6,3
2,35,224,-313,150,4,1,29,0,176,0,6,6,6,6,6,3,6,6,6,6,6,6,3,6,6,3,6,3
2,44,222,-305,150,4,1,29,0,176,0,6,6,6,6,6,3,6,6,6,6,6,6,3,6,6,3,6,3
2,51,207,-308,150,4,1,29,0,176,0,6,6,6,6,6,3,6,6,6,6,6,6,3,6,6,3,6,3
2,48,193,-317,150,4,1,29,0,176,0,6,6,6,6,6,3,6,6,6,6,6,6,3,6,6,3,6,3
2,54,188,-314,150,4,1,29,0,176,0,6,6,6,6,6,3,6,6,6,6,6,6,3,6,6,3,6,3
2,56,185,-311,150,4,1,29,0,176,0,6,6,6,6,6,3,6,6,6,6,6,6,3,6,6,3,6,3
2,60,193,-316,150,4,1,29,0,176,0,6,6,6,6,6,3,6,6,6,6,6,6,3,6,6,3,6,3
2,51,203,-316,150,4,1,29,0,176,0,6,6,6,6,6,3,6,6,6,6,6,6,3,6,6,3,6,3
2,48,211,-308,150,4,1,29,0,176,0,6,6,6,6,6,3,6,6,6,6,6,6,3,6,6,3,6,3
3,44,224,-301,150,4,1,29,0,176,0,6,6,6,6,6,3,6,6,6,6,6,6,3,6,6,3,6,3
3,43,217,-297,150,4,1,29,0,176,0,6,6,6,6,6,3,6,6,6,6,6,6,3,6,6,3,6,3
3,35,199,-301,150,4,1,29,0,176,0,6,6,6,6,6,3,6,6,6,6,6,6,3,6,6,3,6,3
3,28,193,-308,150,4,1,29,0,176,0,6,6,6,6,6,3,6,6,6,6,6,6,3,6,6,3,6,3
3,31,192,-301,150,4,1,29,0,176,0,6,6,6,6,6,3,6,6,6,6,6,6,3,6,6,3,6,3
3,39,200,-306,150,4,1,29,0,176,0,6,6,6,6,6,3,6,6,6,6,6,6,3,6,6,3,6,3
3,48,207,-312,150,4,1,29,0,176,0,6,6,6,6,6,3,6,6,6,6,6,6,3,6,6,3,6,3
3,44,211,-319,150,4,1,29,0,176,0,6,6,6,6,6,3,6,6,6,6,6,6,3,6,6,3,6,3
3,36,215,-320,150,4,1,29,0,176,0,6,6,6,6,6,3,6,6,6,6,6,6,3,6,6,3,6,3
3,40,216,-320,150,4,1,29,0,176,0,6,6,6,6,6,3,6,6,6,6,6,6,3,6,6,3,6,3
3,54,204,-292,150,4,1,29,0,176,0,6,6,6,6,6,3,6,6,6,6,6,6,3,6,6,3,6,3
3,62,203,-308,150,4,1,29,0,176,0,6,6,6,6,6,3,6,6,6,6,6,6,3,6,6,3,6,3
3,62,195,-316,150,4,1,29,0,176,0,6,6,6,6,6,3,6,6,6,6,6,6,3,6,6,3,6,3
3,48,198,-304,150,4,1,29,0,176,0,6,6,6,6,6,3,6,6,6,6,6,6,3,6,6,3,6,3
3,41,199,-296,150,4,1,29,0,176,0,6,6,6,6,6,3,6,6,6,6,6,6,3,6,6,3,6,3
3,35,198,-313,150,4,1,29,0,176,0,6,6,6,6,6,3,6,6,6,6,6,6,3,6,6,3,6,3
3,44,192,-311,150,4,1,29,0,176,0,6,6,6,6,6,3,6,6,6,6,6,6,3,6,6,3,6,3
3,48,187,-298,150,4,1,29,0,176,0,6,6,6,6,6,3,6,6,6,6,6,6,3,6,6,3,6,3
3,44,201,-313,150,4,1,29,0,176,0,6,6,6,6,6,3,6,6,6,6,6,6,3,6,6,3,6,3
3,31,195,-301,150,4,1,29,0,176,0,6,6,6,6,6,3,6,6,6,6,6,6,3,6,6,3,6,3
3,27,208,-324,150,4,1,29,0,176,0,6,6,6,6,6,3,6,6,6,6,6,6,3,6,6,3,6,3
3,33,217,-317,150,4,1,29,0,176,0,6,6,6,6,6,3,6,6,6,6,6,6,3,6,6,3,6,3
3,30,220,-320,150,4,1,29,0,176,0,6,6,6,6,6,3,6,6,6,6,6,6,3,6,6,3,6,3
3,24,211,-329,150,4,1,29,0,176,0,6,6,6,6,6,3,6,6,6,6,6,6,3,6,6,3,6,3
3,31,192,-312,150,4,1,29,0,176,0,6,6,6,6,6,3,6,6,6,6,6,6,3,6,6,3,6,3
0,92,166,-317,300,4,1,31,0,176,0,6,6,6,6,6,3,6,6,6,6,6,6,6,6,6,6,6,6
0,80,151,-333,300,4,1,31,0,176,0,6,6,6,6,6,3,6,6,6,6,6,6,6,6,6,6,6,6
0,71,152,-329,300,4,1,31,0,176,0,6,6,6,6,6,3,6,6,6,6,6,6,6,6,6,6,6,6
0,71,167,-328,300,4,1,31,0,176,0,6,6,6,6,6,3,6,6,6,6,6,6,6,6,6,6,6,6
0,79,187,-321,300,4,1,31,0,176,0,6,6,6,6,6,3,6,6,6,6,6,6,6,6,6,6,6,6
0,88,195,-322,300,4,1,31,0,176,0,6,6,6,6,6,3,6,6,6,6,6,6,6,6,6,6,6,6
0,110,188,-341,300,4,1,31,0,176,0,6,6,6,6,6,3,6,6,6,6,6,6,6,6,6,6,6,6
0,135,183,-345,300,4,1,31,0,176,0,6,6,6,6,6,3,6,6,6,6,6,6,6,6,6,6,6,6
0,143,179,-333,300,4,1,31,0,176,0,6,6,6,6,6,3,6,6,6,6,6,6,6,6,6,6,6,6
0,135,164,-320,300,4,1,31,0,176,0,6,6,6,6,6,3,6,6,6,6,6,6,6,6,6,6,6,6
0,129,152,-322,300,4,1,31,0,176,0,6,6,6,6,6,3,6,6,6,6,6,6,6,6,6,6,6,6
0,131,135,-313,300,4,1,31,0,176,0,6,6,6,6,6,3,6,6,6,6,6,6,6,6,6,6,6,6
0,124,150,-305,300,4,1,31,0,176,0,6,6,6,6,6,3,6,6,6,6,6,6,6,6,6,6,6,6
0,116,159,-301,300,4,1,31,0,176,0,6,6,6,6,6,3,6,6,6,6,6,6,6,6,6,6,6,6
0,121,179,-313,300,4,1,31,0,176,0,6,6,6,6,6,3,6,6,6,6,6,6,6,6,6,6,6,6
0,131,193,-304,300,4,1,31,0,176,0,6,6,6,6,6,3,6,6,6,6,6,6,6,6,6,6,6,6
0,137,188,-320,300,4,1,31,0,176,0,6,6,6,6,6,3,6,6,6,6,6,6,6,6,6,6,6,6
0,134,169,-329,300,4,1,31,0,176,0,6,6,6,6,6,3,6,6,6,6,6,6,6,6,6,6,6,6
0,120,145,-338,300,4,1,31,0,176,0,6,6,6,6,6,3,6,6,6,6,6,6,6,6,6,6,6,6
0,121,140,-341,300,4,1,31,0,176,0,6,6,6,6,6,3,6,6,6,6,6,6,6,6,6,6,6,6
0,134,160,-340,300,4,1,31,0,176,0,6,6,6,6,6,3,6,6,6,6,6,6,6,6,6,6,6,6
0,144,183,-328,300,4,1,31,0,176,0,6,6,6,6,6,3,6,6,6,6,6,6,6,6,6,6,6,6
0,153,188,-320,300,4,1,31,0,176,0,6,6,6,6,6,3,6,6,6,6,6,6,6,6,6,6,6,6
0,147,182,-324,300,4,1,31,0,176,0,6,6,6,6,6,3,6,6,6,6,6,6,6,6,6,6,6,6
0,140,176,-317,300,4,1,31,0,176,0,6,6,6,6,6,3,6,6,6,6,6,6,6,6,6,6,6,6
0,-68,140,-288,300,4,1,32,0,176,0,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6
0,-72,124,-304,300,4,1,32,0,176,0,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6
0,-66,147,-320,300,4,1,32,0,176,0,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6
0,-56,174,-312,300,4,1,32,0,176,0,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6
0,-37,203,-328,300,4,1,32,0,176,0,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6
0,-16,204,-328,300,4,1,32,0,176,0,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6
0,-13,188,-321,300,4,1,32,0,176,0,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6
0,-40,172,-322,300,4,1,32,0,176,0,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6
0,-57,156,-317,300,4,1,32,0,176,0,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6
0,-48,152,-306,300,4,1,32,0,176,0,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6
0,-20,163,-285,300,4,1,32,0,176,0,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6
0,3,172,-281,300,4,1,32,0,176,0,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6
0,19,179,-268,300,4,1,32,0,176,0,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6
0,20,176,-258,300,4,1,32,0,176,0,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6
0,7,179,-305,300,4,1,32,0,176,0,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6
0,8,156,-328,300,4,1,32,0,176,0,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6
0,9,152,-327,300,4,1,32,0,176,0,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6
0,12,176,-319,300,4,1,32,0,176,0,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6
0,15,207,-333,300,4,1,32,0,176,0,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6
0,15,239,-338,300,4,1,32,0,176,0,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6
0,-10,239,-388,300,4,1,32,0,176,0,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6
0,-24,192,-381,300,4,1,32,0,176,0,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6
0,-16,151,-338,300,4,1,32,0,176,0,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6
0,-13,140,-353,300,4,1,32,0,176,0,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6
0,-8,143,-345,300,4,1,32,0,176,0,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6
3,7,185,-324,300,4,1,32,0,176,0,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6
3,3,167,-317,300,4,1,32,0,176,0,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6
3,-8,156,-322,300,4,1,32,0,176,0,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6
3,-26,155,-320,300,4,1,32,0,176,0,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6
3,-36,172,-319,300,4,1,32,0,176,0,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6
3,-40,180,-306,300,4,1,32,0,176,0,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6
3,-34,183,-305,300,4,1,32,0,176,0,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6
3,-28,187,-314,300,4,1,32,0,176,0,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6
3,-16,184,-320,300,4,1,32,0,176,0,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6
3,-1,184,-314,300,4,1,32,0,176,0,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6
3,9,179,-305,300,4,1,32,0,176,0,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6
3,9,179,-314,300,4,1,32,0,176,0,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6
3,-4,183,-324,300,4,1,32,0,176,0,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6
3,-16,185,-314,300,4,1,32,0,176,0,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6
3,-16,179,-308,300,4,1,32,0,176,0,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6
3,-9,172,-325,300,4,1,32,0,176,0,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6
3,-4,175,-329,300,4,1,32,0,176,0,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6
3,-1,188,-319,300,4,1,32,0,176,0,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6
3,1,200,-317,300,4,1,32,0,176,0,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6
3,-10,199,-317,300,4,1,32,0,176,0,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6
3,-25,188,-314,300,4,1,32,0,176,0,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6
3,-32,174,-311,300,4,1,32,0,176,0,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6
3,-40,159,-314,300,4,1,32,0,176,0,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6
3,-40,156,-322,300,4,1,32,0,176,0,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6
3,-29,174,-314,300,4,1,32,0,176,0,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6
4,-16,190,-320,300,4,1,32,0,176,0,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6
4,-5,196,-316,300,4,1,32,0,176,0,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6
4,7,196,-308,300,4,1,32,0,176,0,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6
4,7,201,-313,300,4,1,32,0,176,0,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6
4,-7,207,-317,300,4,1,32,0,176,0,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6
4,-13,201,-320,300,4,1,32,0,176,0,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6
4,-8,190,-324,300,4,1,32,0,176,0,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6
4,-8,177,-320,300,4,1,32,0,176,0,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6
4,-5,175,-320,300,4,1,32,0,176,0,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6
4,-7,192,-327,300,4,1,32,0,176,0,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6
4,-10,204,-317,300,4,1,32,0,176,0,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6
4,-23,184,-312,300,4,1,32,0,176,0,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6
4,-40,167,-306,300,4,1,32,0,176,0,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6
4,-47,179,-297,300,4,1,32,0,176,0,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6
4,-47,184,-309,300,4,1,32,0,176,0,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6
4,-33,184,-314,300,4,1,32,0,176,0,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6
4,-20,200,-313,300,4,1,32,0,176,0,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6
4,-8,200,-305,300,4,1,32,0,176,0,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6
4,-8,193,-311,300,4,1,32,0,176,0,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6
4,-13,198,-317,300,4,1,32,0,176,0,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6
4,-13,199,-313,300,4,1,32,0,176,0,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6
4,-9,199,-305,300,4,1,32,0,176,0,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6
4,-1,198,-311,300,4,1,32,0,176,0,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6
4,1,199,-317,300,4,1,32,0,176,0,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6
4,-4,203,-317,300,4,1,32,0,176,0,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6
0,-2,198,-301,300,4,1,34,0,176,0,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6
0,-4,201,-305,300,4,1,34,0,176,0,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6
0,-12,211,-313,300,4,1,34,0,176,0,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6
0,-20,199,-311,300,4,1,34,0,176,0,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6
0,-18,188,-316,300,4,1,34,0,176,0,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6
0,-12,195,-319,300,4,1,34,0,176,0,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6
0,-13,211,-325,300,4,1,34,0,176,0,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6
0,-20,206,-316,300,4,1,34,0,176,0,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6
0,-31,179,-317,300,4,1,34,0,176,0,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6
0,-41,155,-320,300,4,1,34,0,176,0,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6
0,-52,163,-319,300,4,1,34,0,176,0,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6
0,-42,174,-305,300,4,1,34,0,176,0,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6
0,-29,195,-305,300,4,1,34,0,176,0,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6
0,-23,214,-308,300,4,1,34,0,176,0,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6
0,-25,207,-305,300,4,1,34,0,176,0,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6
0,-23,195,-306,300,4,1,34,0,176,0,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6
