包头,x,y,z,,,,,,,状态,休息,采食,活动,爬跨,反刍,其他,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
3,33,44,-332,10,28,-8,10,28,8,250,0,8,0,0,601,0,336.5248876,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3,35,62,-383,2,18,-51,2,18,51,250,0,8,0,0,601,0,389.5612917,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3,24,79,-377,-11,17,6,11,17,6,250,0,8,0,0,601,0,385.9352277,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3,7,75,-360,-17,-4,17,17,4,17,250,0,8,0,0,601,0,367.7961392,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3,-8,60,-365,-15,-15,-5,15,15,5,250,0,8,0,0,601,0,369.9851348,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3,-16,44,-360,-8,-16,5,8,16,5,250,0,8,0,0,601,0,363.0316791,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3,-12,30,-341,4,-14,19,4,14,19,250,0,8,0,0,601,0,342.5273712,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3,-8,23,-328,4,-7,13,4,7,13,250,0,8,0,0,601,0,328.9027212,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3,-1,23,-314,7,0,14,7,0,14,250,0,8,0,0,601,0,314.8428179,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3,7,31,-305,8,8,9,8,8,9,250,0,8,0,0,601,0,306.6512677,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3,19,28,-328,12,-3,-23,12,3,23,250,0,8,0,0,601,0,329.7408073,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4,27,39,-327,8,11,1,8,11,1,250,0,8,0,0,601,0,330.4224569,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4,25,59,-349,-2,20,-22,2,20,22,250,0,8,0,0,601,0,354.8337639,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4,15,68,-372,-10,9,-23,10,9,23,250,0,8,0,0,601,0,378.4613587,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4,14,65,-372,-1,-3,0,1,3,0,250,0,8,0,0,601,0,377.8954882,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4,11,62,-361,-3,-3,11,3,3,11,250,0,8,0,0,601,0,366.4505424,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4,3,49,-360,-8,-13,1,8,13,1,250,0,8,0,0,601,0,363.3318043,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4,-8,40,-349,-11,-9,11,11,9,11,250,0,8,0,0,601,0,351.3758671,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4,-9,38,-328,-1,-2,21,1,2,21,250,0,8,0,0,601,0,330.3165149,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4,-2,30,-330,7,-8,-2,7,8,2,250,0,8,0,0,601,0,331.3668662,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4,6,33,-313,8,3,17,8,3,17,250,0,8,0,0,601,0,314.7919948,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4,12,39,-320,6,6,-7,6,6,7,250,0,8,0,0,601,0,322.5910724,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4,15,38,-329,3,-1,-9,3,1,9,250,0,8,0,0,601,0,331.5267712,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4,8,39,-324,-7,1,5,7,1,5,250,0,8,0,0,601,0,326.4368239,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4,9,55,-345,1,16,-21,1,16,21,250,0,8,0,0,601,0,349.4724596,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4,15,60,-377,6,5,-32,6,5,32,250,0,8,0,0,601,0,382.039265,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4,24,59,-370,9,-1,7,9,1,7,250,0,8,0,0,601,0,375.4424057,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4,22,62,-361,-2,3,9,2,3,9,250,0,8,0,0,601,0,366.9455,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4,8,59,-360,-14,-3,1,14,3,1,250,0,8,0,0,601,0,364.8903945,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4,-5,47,-345,-13,-12,15,13,12,15,250,0,8,0,0,601,0,348.2226299,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4,-8,39,-333,-3,-8,12,3,8,12,250,0,8,0,0,601,0,335.3714359,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4,-8,28,-328,0,-11,5,0,11,5,250,0,8,0,0,601,0,329.2901456,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4,-8,31,-324,0,3,4,0,3,4,250,0,8,0,0,601,0,325.5779477,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4,6,41,-329,14,10,-5,14,10,5,250,0,8,0,0,601,0,331.5991556,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4,15,48,-340,9,7,-11,9,7,11,250,0,8,0,0,601,0,343.6989962,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4,16,56,-340,1,8,0,1,8,0,250,0,8,0,0,601,0,344.9521706,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,8,54,-337,-8,-2,3,8,2,3,250,0,8,0,0,601,0,341.3927357,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,-1,48,-340,-9,-6,-3,9,6,3,250,0,8,0,0,601,0,343.3729751,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,-4,44,-340,-3,-4,0,3,4,0,250,0,8,0,0,601,0,342.8585714,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,-1,41,-343,3,-3,-3,3,3,3,250,0,8,0,0,601,0,345.4431936,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,-1,46,-345,0,5,-2,0,5,2,250,0,8,0,0,601,0,348.0545934,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,-1,51,-344,0,5,1,0,5,1,250,0,8,0,0,601,0,347.7614125,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,6,48,-343,7,-3,1,7,3,1,250,0,8,0,0,601,0,346.394284,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,7,47,-336,1,-1,7,1,1,7,250,0,8,0,0,601,0,339.3434838,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,11,39,-340,4,-8,-4,4,8,4,250,0,8,0,0,601,0,342.4061915,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,7,41,-338,-4,2,2,4,2,2,250,0,8,0,0,601,0,340.5495559,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
0,7,46,-341,0,5,-3,0,5,3,250,0,8,0,0,607,0,344.1598466,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
0,23,48,-340,16,2,1,16,2,1,250,0,8,0,0,607,0,344.1409595,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
0,7,46,-336,-16,-2,4,16,2,4,250,0,8,0,0,607,0,339.2064268,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
0,3,39,-340,-4,-7,-4,4,7,4,250,0,8,0,0,607,0,342.242604,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
0,3,35,-351,0,-4,-11,0,4,11,250,0,8,0,0,607,0,352.753455,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
0,7,43,-337,4,8,14,4,8,14,250,0,8,0,0,607,0,339.8043555,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
0,4,51,-336,-3,8,1,3,8,1,250,0,8,0,0,607,0,339.8720347,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
0,-1,47,-333,-5,-4,3,5,4,3,250,0,8,0,0,607,0,336.3019477,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
0,-2,35,-333,-1,-12,0,1,12,0,250,0,8,0,0,607,0,334.8402604,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
0,-4,31,-349,-2,-4,-16,2,4,16,250,0,8,0,0,607,0,350.3969178,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
0,7,28,-348,11,-3,1,11,3,1,250,0,8,0,0,607,0,349.194788,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
0,17,40,-343,10,12,5,10,12,5,250,0,8,0,0,607,0,345.7426789,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
0,28,51,-361,11,11,-18,11,11,18,250,0,8,0,0,607,0,365.6583104,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
0,28,56,-361,0,5,0,0,5,0,250,0,8,0,0,607,0,366.3891374,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
0,17,62,-353,-11,6,8,11,6,8,250,0,8,0,0,607,0,358.8063545,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
0,15,51,-369,-2,-11,-16,2,11,16,250,0,8,0,0,607,0,372.8096029,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
0,6,59,-349,-9,8,20,9,8,20,250,0,8,0,0,607,0,354.0028248,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
0,3,56,-336,-3,-3,13,3,3,13,250,0,8,0,0,607,0,340.6479121,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
0,-7,40,-324,-10,-16,12,10,16,12,250,0,8,0,0,607,0,326.5348373,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
0,3,31,-319,10,-9,5,10,9,5,250,0,8,0,0,607,0,320.5167702,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
0,12,28,-333,9,-3,-14,9,3,14,250,0,8,0,0,607,0,334.3904903,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
0,28,25,-338,16,-3,-5,16,3,5,250,0,8,0,0,607,0,340.0779322,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
0,40,24,-338,12,-1,0,12,1,0,250,0,8,0,0,607,0,341.2037514,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
0,35,44,-349,-5,20,-11,5,20,11,250,0,8,0,0,607,0,353.4996464,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
0,31,56,-370,-4,12,-21,4,12,21,250,0,8,0,0,607,0,375.4956724,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,12,68,-356,-19,12,14,19,12,14,250,0,8,0,0,607,0,362.6348025,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,-8,71,-340,-20,3,16,20,3,16,250,0,8,0,0,607,0,347.4262512,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,-8,52,-336,0,-19,4,0,19,4,250,0,8,0,0,607,0,340.0941046,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,9,35,-336,17,-17,0,17,17,0,250,0,8,0,0,607,0,337.9378641,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,28,24,-359,19,-11,-23,19,11,23,250,0,8,0,0,607,0,360.8891797,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,39,31,-354,11,7,5,11,7,5,250,0,8,0,0,607,0,357.4884614,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,35,32,-346,-4,1,8,4,1,8,250,0,8,0,0,607,0,349.234878,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,22,41,-346,-13,9,0,13,9,0,250,0,8,0,0,607,0,349.1145944,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,3,55,-345,-19,14,1,19,14,1,250,0,8,0,0,607,0,349.369432,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,-8,56,-343,-11,1,2,11,1,2,250,0,8,0,0,607,0,347.6334276,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,-7,48,-313,1,-8,30,1,8,30,250,0,8,0,0,607,0,316.7364835,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,-4,35,-298,3,-13,15,3,13,15,250,0,8,0,0,607,0,300.0749906,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,17,32,-320,21,-3,-22,21,3,22,250,0,8,0,0,607,0,322.0450279,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,39,32,-349,22,0,-29,22,0,29,250,0,8,0,0,607,0,352.627282,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,-2,46,-344,-41,14,5,41,14,5,250,0,8,0,0,601,0,347.0677167,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,-1,43,-345,1,-3,-1,1,3,1,250,0,8,0,0,601,0,347.6708213,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,4,41,-348,5,-2,-3,5,2,3,250,0,8,0,0,601,0,350.4297362,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,6,41,-340,2,0,8,2,0,8,250,0,8,0,0,601,0,342.5156931,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,-1,48,-343,-7,7,-3,7,7,3,250,0,8,0,0,601,0,346.3437599,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,3,47,-345,4,-1,-2,4,1,2,250,0,8,0,0,601,0,348.1996554,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,1,48,-340,-2,1,5,2,1,5,250,0,8,0,0,601,0,343.3729751,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,3,46,-341,2,-2,-1,2,2,1,250,0,8,0,0,601,0,344.1017291,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,4,44,-345,1,-2,-4,1,2,4,250,0,8,0,0,601,0,347.8174809,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,3,39,-340,-1,-5,5,1,5,5,250,0,8,0,0,601,0,342.242604,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,3,39,-340,0,0,0,0,0,0,250,0,8,0,0,601,0,342.242604,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,-1,39,-346,-4,0,-6,4,0,6,250,0,8,0,0,601,0,348.1924755,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,-2,44,-340,-1,5,6,1,5,6,250,0,8,0,0,601,0,342.8410711,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,48,54,-365,50,10,-25,50,10,25,250,0,8,0,0,607,0,372.0819802,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,35,52,-360,-13,-2,5,13,2,5,250,0,8,0,0,607,0,365.4162011,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,12,56,-356,-23,4,4,23,4,4,250,0,8,0,0,607,0,360.5773149,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,-8,51,-365,-20,-5,-9,20,5,9,250,0,8,0,0,607,0,368.6326084,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,-16,55,-345,-8,4,20,8,4,20,250,0,8,0,0,607,0,349.7227473,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,-8,47,-309,8,-8,36,8,8,36,250,0,8,0,0,607,0,312.6563609,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,6,39,-317,14,-8,-8,14,8,8,250,0,8,0,0,607,0,319.4463961,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,31,35,-340,25,-4,-23,25,4,23,250,0,8,0,0,607,0,343.1996503,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,55,33,-343,24,-2,-3,24,2,3,250,0,8,0,0,607,0,348.9455545,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,51,39,-340,-4,6,3,4,6,3,250,0,8,0,0,607,0,346.0086704,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2,41,46,-349,-10,7,-9,10,7,9,250,0,8,0,0,607,0,354.3980813,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2,30,51,-361,-11,5,-12,11,5,12,250,0,8,0,0,607,0,365.8168941,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2,17,60,-360,-13,9,1,13,9,1,250,0,8,0,0,607,0,365.3614649,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2,7,63,-354,-10,3,6,10,3,6,250,0,8,0,0,607,0,359.6303658,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2,12,51,-353,5,-12,1,5,12,1,250,0,8,0,0,607,0,356.866922,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2,30,54,-343,18,3,10,18,3,10,250,0,8,0,0,607,0,348.5182922,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2,39,48,-343,9,-6,0,9,6,0,250,0,8,0,0,607,0,348.5312038,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2,31,49,-340,-8,1,3,8,1,3,250,0,8,0,0,607,0,344.9086836,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2,27,51,-309,-4,2,31,4,2,31,250,0,8,0,0,607,0,314.3421703,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2,25,48,-328,-2,-3,-19,2,3,19,250,0,8,0,0,607,0,332.434956,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2,19,48,-360,-6,0,-32,6,0,32,250,0,8,0,0,607,0,363.6825539,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2,25,55,-336,6,7,24,6,7,24,250,0,8,0,0,607,0,341.3883419,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2,36,54,-340,11,-1,-4,11,1,4,250,0,8,0,0,607,0,346.1387005,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2,44,56,-362,8,2,-22,8,2,22,250,0,8,0,0,607,0,368.9390194,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2,28,60,-353,-16,4,9,16,4,9,250,0,8,0,0,607,0,359.155955,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2,6,56,-336,-22,-4,17,22,4,17,250,0,8,0,0,607,0,340.6875401,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2,3,49,-317,-3,-7,19,3,7,19,250,0,8,0,0,607,0,320.7787399,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2,12,46,-324,9,-3,-7,9,3,7,250,0,8,0,0,607,0,327.4690825,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2,25,46,-328,13,0,-4,13,0,4,250,0,8,0,0,607,0,332.1520736,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2,49,49,-337,24,3,-9,24,3,9,250,0,8,0,0,607,0,344.0508683,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2,62,60,-349,13,11,-12,13,11,12,250,0,8,0,0,607,0,359.5066063,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2,55,67,-356,-7,7,-7,7,7,7,250,0,8,0,0,607,0,366.4014192,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2,44,70,-365,-11,3,-9,11,3,9,250,0,8,0,0,607,0,374.2472445,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2,28,71,-356,-16,1,9,16,1,9,250,0,8,0,0,607,0,364.0892748,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3,11,60,-360,-17,-11,-4,17,11,4,250,0,8,0,0,607,0,365.1314832,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3,9,46,-353,-2,-14,7,2,14,7,250,0,8,0,0,607,0,356.098301,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3,15,44,-336,6,-2,17,6,2,17,250,0,8,0,0,607,0,339.2005307,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3,20,46,-313,5,2,23,5,2,23,250,0,8,0,0,607,0,316.9936908,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3,19,49,-305,-1,3,8,1,3,8,250,0,8,0,0,607,0,309.4947496,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3,28,48,-317,9,-1,-12,9,1,12,250,0,8,0,0,607,0,321.833808,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3,47,51,-336,19,3,-19,19,3,19,250,0,8,0,0,607,0,343.0830803,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3,62,55,-346,15,4,-10,15,4,10,250,0,8,0,0,607,0,355.7878581,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3,63,60,-356,1,5,-10,1,5,10,250,0,8,0,0,607,0,366.4764658,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3,51,63,-369,-12,3,-13,12,3,13,250,0,8,0,0,607,0,377.7975648,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3,35,65,-365,-16,2,4,16,2,4,250,0,8,0,0,607,0,372.3909236,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3,15,65,-357,-20,0,8,20,0,8,250,0,8,0,0,607,0,363.1790192,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3,4,51,-365,-11,-14,-8,11,14,8,250,0,8,0,0,607,0,368.5674972,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3,1,39,-353,-3,-12,12,3,12,12,250,0,8,0,0,607,0,355.1492644,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3,12,31,-313,11,-8,40,11,8,40,250,0,8,0,0,607,0,314.7602262,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3,19,40,-297,7,9,16,7,9,16,250,0,8,0,0,607,0,300.2831997,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3,35,44,-317,16,4,-20,16,4,20,250,0,8,0,0,607,0,321.9472006,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3,62,48,-336,27,4,-19,27,4,19,250,0,8,0,0,607,0,345.0275351,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3,71,57,-346,9,9,-10,9,9,10,250,0,8,0,0,607,0,357.7792616,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3,67,71,-360,-4,14,-14,4,14,14,250,0,8,0,0,607,0,373.0013405,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3,55,75,-364,-12,4,-4,12,4,4,250,0,8,0,0,607,0,375.6940244,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3,31,76,-364,-24,1,0,24,1,0,250,0,8,0,0,607,0,373.1393841,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3,15,67,-357,-16,-9,7,16,9,7,250,0,8,0,0,607,0,363.5422947,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3,3,56,-360,-12,-11,-3,12,11,3,250,0,8,0,0,607,0,364.3418724,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3,7,35,-346,4,-21,14,4,21,14,250,0,8,0,0,607,0,347.8361683,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4,12,15,-304,5,-20,42,5,20,42,250,0,8,0,0,607,0,304.6063033,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4,20,19,-308,8,4,-4,8,4,4,250,0,8,0,0,607,0,309.2329219,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4,43,28,-333,23,9,-25,23,9,25,250,0,8,0,0,607,0,336.9302598,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4,64,44,-330,21,16,3,21,16,3,250,0,8,0,0,607,0,339.0162238,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4,73,64,-345,9,20,-15,9,20,15,250,0,8,0,0,607,0,358.3992187,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4,63,83,-362,-10,19,-17,10,19,17,250,0,8,0,0,607,0,376.6988187,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4,48,80,-368,-15,-3,-6,15,3,6,250,0,8,0,0,607,0,379.6419366,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4,31,71,-362,-17,-9,6,17,9,6,250,0,8,0,0,607,0,370.1972447,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4,19,48,-365,-12,-23,-3,12,23,3,250,0,8,0,0,607,0,368.6326084,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4,14,28,-372,-5,-20,-7,5,20,7,250,0,8,0,0,607,0,373.3148805,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4,8,16,-322,-6,-12,50,6,12,50,250,0,8,0,0,607,0,322.4965116,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4,15,12,-295,7,-4,27,7,4,27,250,0,8,0,0,607,0,295.6247622,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4,24,22,-308,9,10,-13,9,10,13,250,0,8,0,0,607,0,309.7159989,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4,38,36,-324,14,14,-16,14,14,16,250,0,8,0,0,607,0,328.2011578,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4,60,51,-335,22,15,-11,22,15,11,250,0,8,0,0,607,0,344.1307891,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4,73,57,-356,13,6,-21,13,6,21,250,0,8,0,0,607,0,367.8505131,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4,76,65,-370,3,8,-14,3,8,14,250,0,8,0,0,607,0,383.2766625,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4,63,64,-365,-13,-1,5,13,1,5,250,0,8,0,0,607,0,375.8856209,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4,43,56,-368,-20,-8,-3,20,8,3,250,0,8,0,0,607,0,374.7118893,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4,14,46,-368,-29,-10,0,29,10,0,250,0,8,0,0,607,0,371.1280103,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4,-4,30,-361,-18,-16,7,18,16,7,250,0,8,0,0,607,0,362.2664765,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4,1,16,-344,5,-14,17,5,14,17,250,0,8,0,0,607,0,344.3733439,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4,12,14,-317,11,-2,27,11,2,27,250,0,8,0,0,607,0,317.5358248,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4,31,19,-297,19,5,20,19,5,20,250,0,8,0,0,607,0,299.2173123,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4,48,24,-306,17,5,-9,17,5,9,250,0,8,0,0,607,0,310.6702432,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
